mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	pedal	crescendo_hairpin	decrescendo_hairpin	Ottava:8va
52	51	1361/6	1361/6	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12		1/8	2/3	866													
52	51	1363/6	1363/6	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	867													
52	51	455/2	455/2	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12		1/8	2/3	868													
52	51	1367/6	1367/6	0.6666666666666666	7/12	7/12	Chord	4/4	2	1	1/6		1/4	2/3	869		articAccentAbove											
52	51	457/2	457/2	0.6666666666666666	3/4	3/4	Chord	4/4	2	1	1/6		1/4	2/3	870		articTenutoAbove											
52	51	1375/6	1375/6	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	871													
52	51	451/2	451/2	0.5	0	0	Chord	4/4	2	2	1/8		1/8	1	872													
52	51	1367/6	1367/6	0.3333333333333333	7/12	7/12	Chord	4/4	2	2	1/12		1/8	2/3	873													
52	51	1369/6	1369/6	0.3333333333333333	2/3	2/3	Chord	4/4	2	2	1/12		1/8	2/3	874													
52	51	457/2	457/2	0.3333333333333333	3/4	3/4	Chord	4/4	2	2	1/12		1/8	2/3	875													
52	51	1373/6	1373/6	0.3333333333333333	5/6	5/6	Chord	4/4	2	2	1/12		1/8	2/3	876													
52	51	1375/6	1375/6	0.3333333333333333	11/12	11/12	Chord	4/4	2	2	1/12		1/8	2/3	877													
53	52	459/2	459/2	0.0	0	0	Spanner	4/4	1	1	0																3	0, 4
53	52	459/2	459/2	0.13333333333333333	0	0	Chord	4/4	1	1	1/30		1/16	8/15	878									35			3	0, 4
53	52	6889/30	6889/30	0.13333333333333333	1/30	1/30	Chord	4/4	1	1	1/30		1/16	8/15	879									35			3	0, 4
53	52	6893/30	6893/30	0.13333333333333333	1/15	1/15	Chord	4/4	1	1	1/30		1/16	8/15	880									35			3	0, 4
53	52	2299/10	2299/10	0.13333333333333333	1/10	1/10	Chord	4/4	1	1	1/30		1/16	8/15	881									35			3	0, 4
53	52	6901/30	6901/30	0.13333333333333333	2/15	2/15	Chord	4/4	1	1	1/30		1/16	8/15	882									35			3	0, 4
53	52	1381/6	1381/6	0.13333333333333333	1/6	1/6	Chord	4/4	1	1	1/30		1/16	8/15	883									35			3	0, 4
53	52	2303/10	2303/10	0.13333333333333333	1/5	1/5	Chord	4/4	1	1	1/30		1/16	8/15	884									35			3	0, 4
53	52	6913/30	6913/30	0.13333333333333333	7/30	7/30	Chord	4/4	1	1	1/30		1/16	8/15	885									35			3	0, 4
53	52	6917/30	6917/30	0.13333333333333333	4/15	4/15	Chord	4/4	1	1	1/30		1/16	8/15	886									35			3	0, 4
53	52	2307/10	2307/10	0.13333333333333333	3/10	3/10	Chord	4/4	1	1	1/30		1/16	8/15	887									35			3	0, 4
53	52	1385/6	1385/6	0.13333333333333333	1/3	1/3	Chord	4/4	1	1	1/30		1/16	8/15	888									35			3	0, 4
53	52	6929/30	6929/30	0.13333333333333333	11/30	11/30	Chord	4/4	1	1	1/30		1/16	8/15	889									35			3	0, 4
53	52	2311/10	2311/10	0.13333333333333333	2/5	2/5	Chord	4/4	1	1	1/30		1/16	8/15	890									35			3	0, 4
53	52	6937/30	6937/30	0.13333333333333333	13/30	13/30	Chord	4/4	1	1	1/30		1/16	8/15	891									35			3	0, 4
53	52	6941/30	6941/30	0.13333333333333333	7/15	7/15	Chord	4/4	1	1	1/30		1/16	8/15	892												3	0, 4
53	52	463/2	463/2	0.0	1/2	1/2	Spanner	4/4	1	1	0																	0
53	52	463/2	463/2	0.0	1/2	1/2	Spanner	4/4	1	1	0																	0
53	52	463/2	463/2	0.1111111111111111	1/2	1/2	Chord	4/4	1	1	1/36		1/32	8/9	893									36				0
53	52	4169/18	4169/18	0.1111111111111111	19/36	19/36	Chord	4/4	1	1	1/36		1/32	8/9	894									36				0
53	52	111227/480	111227/480	0.1111111111111111	1067/1920	1067/1920	Chord	4/4	1	1	1/36		1/32	8/9	895									36				0
53	52	333841/1440	333841/1440	0.1111111111111111	3361/5760	3361/5760	Chord	4/4	1	1	1/36		1/32	8/9	896									36				0
53	52	334001/1440	334001/1440	0.1111111111111111	3521/5760	3521/5760	Chord	4/4	1	1	1/36		1/32	8/9	897									36				0
53	52	37129/160	37129/160	0.1111111111111111	409/640	409/640	Chord	4/4	1	1	1/36		1/32	8/9	898									36				0
53	52	334321/1440	334321/1440	0.1111111111111111	3841/5760	3841/5760	Chord	4/4	1	1	1/36		1/32	8/9	899									36				0
53	52	334481/1440	334481/1440	0.1111111111111111	4001/5760	4001/5760	Chord	4/4	1	1	1/36		1/32	8/9	900									36				0
53	52	111547/480	111547/480	0.1111111111111111	1387/1920	1387/1920	Chord	4/4	1	1	1/36		1/32	8/9	901									36				0
53	52	334801/1440	334801/1440	0.1111111111111111	4321/5760	4321/5760	Chord	4/4	1	1	1/36		1/32	8/9	902									36				0
53	52	334961/1440	334961/1440	0.1111111111111111	4481/5760	4481/5760	Chord	4/4	1	1	1/36		1/32	8/9	903									36				0
53	52	111707/480	111707/480	0.1111111111111111	1547/1920	1547/1920	Chord	4/4	1	1	1/36		1/32	8/9	904									36				0
53	52	335281/1440	335281/1440	0.1111111111111111	4801/5760	4801/5760	Chord	4/4	1	1	1/36		1/32	8/9	905									36				0
53	52	335441/1440	335441/1440	0.1111111111111111	4961/5760	4961/5760	Chord	4/4	1	1	1/36		1/32	8/9	906									36				0
53	52	37289/160	37289/160	0.1111111111111111	569/640	569/640	Chord	4/4	1	1	1/36		1/32	8/9	907									36				0
53	52	335761/1440	335761/1440	0.1111111111111111	5281/5760	5281/5760	Chord	4/4	1	1	1/36		1/32	8/9	908									36				0
53	52	335921/1440	335921/1440	0.1111111111111111	5441/5760	5441/5760	Chord	4/4	1	1	1/36		1/32	8/9	909													0
53	52	459/2	459/2	0.0	0	0	StaffText	4/4	2	1	0							"<font size=""9.7197""/><font face=""Opus Text Std""/>P"										
53	52	459/2	459/2	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	910													
53	52	461/2	461/2	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	911													
53	52	463/2	463/2	0.0	1/2	1/2	StaffText	4/4	2	1	0							"<font size=""9.7197""/><font face=""Opus Text Std""/>P"										
53	52	463/2	463/2	0.0	1/2	1/2	StaffText	4/4	2	1	0							"<font size=""9.7197""/><font face=""Plantin MT Std""/>dim."										
53	52	463/2	463/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	912													
53	52	465/2	465/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	913													
53	52	233	233	0.0	7/8	7/8	Dynamic	4/4	2	1	0					pp												
54	53	467/2	467/2	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	914													0
54	53	473/2	473/2	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	915		articTenutoAbove											0
54	53	467/2	467/2	0.0	0	0	StaffText	4/4	2	1	0							"<font size=""9.7197""/><font face=""Opus Text Std""/>P"										
54	53	467/2	467/2	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	916													
54	53	935/4	935/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	917													
54	53	234	234	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	918													
54	53	937/4	937/4	0.0	3/16	3/16	StaffText	4/4	2	1	0							"<font size=""9.7197""/><font face=""Plantin MT Std""/>smorzando"										
54	53	937/4	937/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	919													
54	53	469/2	469/2	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	920													
54	53	939/4	939/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	921													
54	53	235	235	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	922													
54	53	941/4	941/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	923													
54	53	471/2	471/2	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	924													
54	53	943/4	943/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	925													
54	53	236	236	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	926													
55	54	475/2	475/2	0.0	0	0	StaffText	4/4	1	1	0							"<font size=""9.7197""/><font face=""Plantin MT Std""/>ritenuto a piacere"										0
55	54	475/2	475/2	1.5	0	0	Chord	4/4	1	1	3/8		1/4	3/2	927													0
55	54	239	239	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	928													0
55	54	479/2	479/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	929									37				0
55	54	240	240	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	930									37				0
55	54	481/2	481/2	0.75	3/4	3/4	Chord	4/4	1	1	3/16		1/8	3/2	931									37				0
55	54	965/4	965/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	932													0
55	54	475/2	475/2	0.0	0	0	StaffText	4/4	2	1	0							"<font size=""9.7197""/><font face=""Opus Text Std""/>P"										
55	54	475/2	475/2	0.0	0	0	Dynamic	4/4	2	1	0					pp												
55	54	475/2	475/2	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	933													
55	54	951/4	951/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	934													
55	54	238	238	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	935													
55	54	953/4	953/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	936													
55	54	477/2	477/2	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	937													
55	54	955/4	955/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	938													
55	54	239	239	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	939													
55	54	957/4	957/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	940													
55	54	479/2	479/2	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	941													
55	54	959/4	959/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	942													
56	55	483/2	483/2	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	943									38				0
56	55	487/2	487/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	944													0
56	55	244	244	0.0	5/8	5/8	Spanner	4/4	1	1	0															12		0
56	55	244	244	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	945		articStaccatoBelow							39		12		0
56	55	489/2	489/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	946		articStaccatoBelow							39		12		0
56	55	245	245	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	947		articStaccatoBelow									12		0
56	55	483/2	483/2	0.5	0	0	Chord	4/4	1	2	1/8		1/8	1	948											12		0
56	55	483/2	483/2	0.0	0	0	StaffText	4/4	2	1	0							"<font size=""9.7197""/><font face=""Opus Text Std""/>P"										
56	55	483/2	483/2	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	949													
56	55	967/4	967/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	950													
56	55	242	242	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	951													
56	55	969/4	969/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	952													
56	55	485/2	485/2	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	953													
56	55	971/4	971/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	954													
56	55	243	243	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	955													
56	55	973/4	973/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	956													
56	55	487/2	487/2	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	957													
56	55	975/4	975/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	958													
56	55	244	244	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	959													
57	56	491/2	491/2	0.0	0	0	Spanner	4/4	1	1	0																	0
57	56	491/2	491/2	1.5	0	0	Chord	4/4	1	1	3/8		1/4	3/2	960													0
57	56	247	247	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	961													0
57	56	495/2	495/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	962									40				0
57	56	248	248	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	963									40				0
57	56	497/2	497/2	0.75	3/4	3/4	Chord	4/4	1	1	3/16		1/8	3/2	964									40				0
57	56	997/4	997/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	965													0
57	56	491/2	491/2	0.0	0	0	StaffText	4/4	2	1	0							"<font size=""9.7197""/><font face=""Opus Text Std""/>P"										
57	56	491/2	491/2	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	966													
57	56	983/4	983/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	967													
57	56	246	246	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	968													
57	56	985/4	985/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	969													
57	56	493/2	493/2	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	970													
57	56	987/4	987/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	971													
57	56	247	247	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	972													
57	56	989/4	989/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	973													
57	56	495/2	495/2	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	974													
57	56	991/4	991/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	975													
58	57	499/2	499/2	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	976									41				0
58	57	503/2	503/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	977													0
58	57	252	252	0.0	5/8	5/8	Spanner	4/4	1	1	0															13		0
58	57	252	252	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	978		articStaccatoBelow							42		13		0
58	57	505/2	505/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	979		articStaccatoBelow							42		13		0
58	57	253	253	0.0	7/8	7/8	Spanner	4/4	1	1	0																	0
58	57	253	253	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	980		articStaccatoBelow											0
58	57	499/2	499/2	0.5	0	0	Chord	4/4	1	2	1/8		1/8	1	981													0
58	57	499/2	499/2	0.0	0	0	Spanner	4/4	2	1	0														5			
58	57	499/2	499/2	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	982										5			
58	57	999/4	999/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	983										5			
58	57	250	250	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	984										5			
58	57	1001/4	1001/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	985										5			
58	57	501/2	501/2	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	986										5			
58	57	1003/4	1003/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	987										5			
58	57	251	251	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	988										5			
58	57	1005/4	1005/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	989										5			
58	57	503/2	503/2	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	990										5			
58	57	1007/4	1007/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	991										5			
58	57	252	252	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	992										5			
58	57	505/2	505/2	0.0	3/4	3/4	Spanner	4/4	2	1	0																	
59	58	507/2	507/2	0.0	0	0	StaffText	4/4	1	1	0							"<font size=""9.7197""/><font face=""Plantin MT Std""/>agitato"										0
59	58	507/2	507/2	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	993													0
59	58	511/2	511/2	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	994													0
59	58	1023/4	1023/4	0.0	9/16	9/16	Spanner	4/4	1	1	0															14		0
59	58	513/2	513/2	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	995											14		0
59	58	1029/4	1029/4	0.0	15/16	15/16	Spanner	4/4	1	1	0																	0
59	58	1015/4	1015/4	0.25	1/16	1/16	Chord	4/4	1	2	1/16		1/16	1	996									43				0
59	58	254	254	0.25	1/8	1/8	Chord	4/4	1	2	1/16		1/16	1	997									43				0
59	58	1017/4	1017/4	0.25	3/16	3/16	Chord	4/4	1	2	1/16		1/16	1	998									43				0
59	58	509/2	509/2	0.25	1/4	1/4	Chord	4/4	1	2	1/16		1/16	1	999									43				0
59	58	1019/4	1019/4	0.25	5/16	5/16	Chord	4/4	1	2	1/16		1/16	1	1000									43				0
59	58	255	255	0.25	3/8	3/8	Chord	4/4	1	2	1/16		1/16	1	1001									43				0
59	58	1021/4	1021/4	0.25	7/16	7/16	Chord	4/4	1	2	1/16		1/16	1	1002													0
59	58	1023/4	1023/4	0.25	9/16	9/16	Chord	4/4	1	2	1/16		1/16	1	1003									44				0
59	58	256	256	0.25	5/8	5/8	Chord	4/4	1	2	1/16		1/16	1	1004									44				0
59	58	1025/4	1025/4	0.25	11/16	11/16	Chord	4/4	1	2	1/16		1/16	1	1005									44				0
59	58	513/2	513/2	0.25	3/4	3/4	Chord	4/4	1	2	1/16		1/16	1	1006									44				0
59	58	1027/4	1027/4	0.25	13/16	13/16	Chord	4/4	1	2	1/16		1/16	1	1007									44				0
59	58	257	257	0.25	7/8	7/8	Chord	4/4	1	2	1/16		1/16	1	1008									44				0
59	58	1029/4	1029/4	0.25	15/16	15/16	Chord	4/4	1	2	1/16		1/16	1	1009													0
59	58	507/2	507/2	0.0	0	0	StaffText	4/4	2	1	0							"<font size=""9.7197""/><font face=""Plantin MT Std""/>tres corde"										
59	58	254	254	0.0	1/8	1/8	Spanner	4/4	2	1	0																4	
59	58	254	254	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1010												4	
59	58	509/2	509/2	0.0	1/4	1/4	Spanner	4/4	2	1	0																	
59	58	509/2	509/2	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1011													
59	58	255	255	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1012													
59	58	256	256	0.0	5/8	5/8	Spanner	4/4	2	1	0																5	
59	58	256	256	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1013												5	
59	58	513/2	513/2	0.0	3/4	3/4	Spanner	4/4	2	1	0																	
59	58	513/2	513/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1014													
59	58	257	257	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1015													
60	59	515/2	515/2	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	1016		articAccentAbove							45				0
60	59	258	258	1.0	1/8	1/8	Chord	4/4	1	1	1/4		1/4	1	1017									45				0
60	59	259	259	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1018													0
60	59	519/2	519/2	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1019													0
60	59	515/2	515/2	0.0	0	0	Spanner	4/4	2	1	0														6			
60	59	1031/4	1031/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	1020										6			
60	59	258	258	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	1021										6			
60	59	1033/4	1033/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	1022										6			
60	59	517/2	517/2	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	1023										6			
60	59	1035/4	1035/4	0.0	5/16	5/16	Spanner	4/4	2	1	0														6		6	
60	59	1035/4	1035/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	1024										6		6	
60	59	259	259	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	1025										6		6	
60	59	1037/4	1037/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	1026										6		6	
60	59	519/2	519/2	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	1027										6		6	
60	59	1039/4	1039/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	1028										6		6	
60	59	260	260	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	1029										6		6	
60	59	1041/4	1041/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	1030										6		6	
60	59	521/2	521/2	0.0	3/4	3/4	Spanner	4/4	2	1	0														6			
60	59	521/2	521/2	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	1031										6			
60	59	1043/4	1043/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	1032										6			
60	59	261	261	0.0	7/8	7/8	Spanner	4/4	2	1	0																	
60	59	261	261	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	1033													
60	59	1045/4	1045/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	1034													
60	59	515/2	515/2	0.5	0	0	Chord	4/4	2	2	1/8		1/8	1	1035													
60	59	517/2	517/2	1.0	1/4	1/4	Chord	4/4	2	2	1/4		1/4	1	1036		articAccentBelow											
60	59	519/2	519/2	1.0	1/2	1/2	Chord	4/4	2	2	1/4		1/4	1	1037													
60	59	521/2	521/2	1.0	3/4	3/4	Chord	4/4	2	2	1/4		1/4	1	1038													
61	60	523/2	523/2	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	1039													0
61	60	525/2	525/2	0.0	1/4	1/4	Spanner	4/4	1	1	0															15		0
61	60	527/2	527/2	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1040		articTenutoAbove									15		0
61	60	529/2	529/2	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	1041		articTenutoAbove									15		0
61	60	265	265	0.0	7/8	7/8	Spanner	4/4	1	1	0																	0
61	60	1047/4	1047/4	0.25	1/16	1/16	Chord	4/4	1	2	1/16		1/16	1	1042									46				0
61	60	262	262	0.25	1/8	1/8	Chord	4/4	1	2	1/16		1/16	1	1043									46				0
61	60	1049/4	1049/4	0.25	3/16	3/16	Chord	4/4	1	2	1/16		1/16	1	1044									46				0
61	60	525/2	525/2	0.25	1/4	1/4	Chord	4/4	1	2	1/16		1/16	1	1045									46				0
61	60	1051/4	1051/4	0.25	5/16	5/16	Chord	4/4	1	2	1/16		1/16	1	1046									46				0
61	60	263	263	0.25	3/8	3/8	Chord	4/4	1	2	1/16		1/16	1	1047									46				0
61	60	1053/4	1053/4	0.25	7/16	7/16	Chord	4/4	1	2	1/16		1/16	1	1048													0
61	60	1055/4	1055/4	0.25	9/16	9/16	Chord	4/4	1	2	1/16		1/16	1	1049									47				0
61	60	264	264	0.25	5/8	5/8	Chord	4/4	1	2	1/16		1/16	1	1050									47				0
61	60	1057/4	1057/4	0.25	11/16	11/16	Chord	4/4	1	2	1/16		1/16	1	1051									47				0
61	60	529/2	529/2	0.25	3/4	3/4	Chord	4/4	1	2	1/16		1/16	1	1052									47				0
61	60	1059/4	1059/4	0.25	13/16	13/16	Chord	4/4	1	2	1/16		1/16	1	1053									47				0
61	60	265	265	0.25	7/8	7/8	Chord	4/4	1	2	1/16		1/16	1	1054									47				0
61	60	1061/4	1061/4	0.25	15/16	15/16	Chord	4/4	1	2	1/16		1/16	1	1055													0
61	60	262	262	0.0	1/8	1/8	Spanner	4/4	2	1	0																7	
61	60	262	262	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1056												7	
61	60	525/2	525/2	0.0	1/4	1/4	Spanner	4/4	2	1	0																	
61	60	525/2	525/2	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1057													
61	60	263	263	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1058													
61	60	264	264	0.0	5/8	5/8	Spanner	4/4	2	1	0																8	
61	60	264	264	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1059												8	
61	60	529/2	529/2	0.0	3/4	3/4	Spanner	4/4	2	1	0																	
61	60	529/2	529/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1060													
61	60	265	265	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1061													
62	61	531/2	531/2	0.0	0	0	Spanner	7/4	1	1	0															16		0
62	61	531/2	531/2	0.5	0	0	Chord	7/4	1	1	1/8		1/8	1	1062									48		16		0
62	61	266	266	1.0	1/8	1/8	Chord	7/4	1	1	1/4		1/4	1	1063									48		16		0
62	61	267	267	0.5	3/8	3/8	Chord	7/4	1	1	1/8		1/8	1	1064											16		0
62	61	535/2	535/2	0.5	1/2	1/2	Chord	7/4	1	1	1/8		1/8	1	1065		articMarcatoAbove									16		0
62	61	268	268	0.5	5/8	5/8	Chord	7/4	1	1	1/8		1/8	1	1066											16		0
62	61	537/2	537/2	0.16666666666666666	3/4	3/4	Chord	7/4	1	1	1/24		1/16	2/3	1067											16		0
62	61	806/3	806/3	0.0	19/24	19/24	StaffText	7/4	1	1	0							"<font size=""9.7197""/><font face=""Plantin MT Std""/>quasi cadenza"								16		0
62	61	806/3	806/3	0.16666666666666666	19/24	19/24	Chord	7/4	1	1	1/24		1/16	2/3	1068											16		0
62	61	1613/6	1613/6	0.16666666666666666	5/6	5/6	Chord	7/4	1	1	1/24		1/16	2/3	1069											16		0
62	61	269	269	0.0	7/8	7/8	Spanner	7/4	1	1	0																	0
62	61	269	269	0.16666666666666666	7/8	7/8	Chord	7/4	1	1	1/24		1/16	2/3	1070													0
62	61	1615/6	1615/6	0.16666666666666666	11/12	11/12	Chord	7/4	1	1	1/24		1/16	2/3	1071													0
62	61	808/3	808/3	0.16666666666666666	23/24	23/24	Chord	7/4	1	1	1/24		1/16	2/3	1072													0
62	61	539/2	539/2	0.2	1	1	Chord	7/4	1	1	1/20		1/16	4/5	1073													0
62	61	2697/10	2697/10	0.2	21/20	21/20	Chord	7/4	1	1	1/20		1/16	4/5	1074													0
62	61	2699/10	2699/10	0.2	11/10	11/10	Chord	7/4	1	1	1/20		1/16	4/5	1075													0
62	61	2701/10	2701/10	0.2	23/20	23/20	Chord	7/4	1	1	1/20		1/16	4/5	1076													0
62	61	2703/10	2703/10	0.2	6/5	6/5	Chord	7/4	1	1	1/20		1/16	4/5	1077													0
62	61	541/2	541/2	0.5	5/4	5/4	Chord	7/4	1	1	1/8		1/8	1	1078													0
62	61	271	271	0.5	11/8	11/8	Chord	7/4	1	1	1/8		1/8	1	1079													0
62	61	543/2	543/2	0.3333333333333333	3/2	3/2	Chord	7/4	1	1	1/12		1/8	2/3	1080													0
62	61	1631/6	1631/6	0.5	19/12	19/12	Chord	7/4	1	1	1/8		1/8	1	1081													0
62	61	817/3	817/3	0.16666666666666666	41/24	41/24	Chord	7/4	1	1	1/24		1/16	2/3	1082													0
62	61	531/2	531/2	0.0	0	0	StaffText	7/4	2	1	0							"<font size=""9.7197""/><font face=""Opus Text Std""/>P"										
62	61	1063/4	1063/4	0.25	1/16	1/16	Chord	7/4	2	1	1/16		1/16	1	1083													
62	61	266	266	0.25	1/8	1/8	Chord	7/4	2	1	1/16		1/16	1	1084													
62	61	1065/4	1065/4	0.25	3/16	3/16	Chord	7/4	2	1	1/16		1/16	1	1085													
