mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	pedal	Pedal_<sym>keyboardPedalPed</sym>	decrescendo_hairpin	crescendo_hairpin	crescendo_line	HairPin:2_poco a poco cresc.	Ottava:8va
80	80	943/2	943/2	0.5	3/8	3/8	Chord	6/4	2	1	1/8	1/8	1	816											
80	80	472	472	0.5	1/2	1/2	Chord	6/4	2	1	1/8	1/8	1	817											
80	80	945/2	945/2	0.5	5/8	5/8	Chord	6/4	2	1	1/8	1/8	1	818											
80	80	473	473	0.5	3/4	3/4	Chord	6/4	2	1	1/8	1/8	1	819											
80	80	947/2	947/2	0.5	7/8	7/8	Chord	6/4	2	1	1/8	1/8	1	820											
80	80	474	474	0.5	1	1	Chord	6/4	2	1	1/8	1/8	1	821											
80	80	949/2	949/2	0.5	9/8	9/8	Chord	6/4	2	1	1/8	1/8	1	822											
80	80	475	475	0.5	5/4	5/4	Chord	6/4	2	1	1/8	1/8	1	823											
80	80	951/2	951/2	0.5	11/8	11/8	Chord	6/4	2	1	1/8	1/8	1	824											
80	80	470	470	1.0	0	0	Chord	6/4	2	2	1/4	1/4	1	825											
81	81	476	476	3.0	0	0	Chord	6/4	1	1	3/4	1/2	3/2	826											
81	81	479	479	3.0	3/4	3/4	Chord	6/4	1	1	3/4	1/2	3/2	827											
81	81	953/2	953/2	0.0	1/8	1/8	Spanner	6/4	2	1	0											4			
81	81	953/2	953/2	0.5	1/8	1/8	Chord	6/4	2	1	1/8	1/8	1	828								4			
81	81	477	477	0.5	1/4	1/4	Chord	6/4	2	1	1/8	1/8	1	829								4			
81	81	955/2	955/2	0.5	3/8	3/8	Chord	6/4	2	1	1/8	1/8	1	830								4			
81	81	478	478	0.5	1/2	1/2	Chord	6/4	2	1	1/8	1/8	1	831								4			
81	81	957/2	957/2	0.5	5/8	5/8	Chord	6/4	2	1	1/8	1/8	1	832								4			
81	81	479	479	0.5	3/4	3/4	Chord	6/4	2	1	1/8	1/8	1	833								4			
81	81	959/2	959/2	0.5	7/8	7/8	Chord	6/4	2	1	1/8	1/8	1	834								4			
81	81	480	480	0.5	1	1	Chord	6/4	2	1	1/8	1/8	1	835								4			
81	81	961/2	961/2	0.5	9/8	9/8	Chord	6/4	2	1	1/8	1/8	1	836								4			
81	81	481	481	0.5	5/4	5/4	Chord	6/4	2	1	1/8	1/8	1	837								4			
81	81	963/2	963/2	0.5	11/8	11/8	Chord	6/4	2	1	1/8	1/8	1	838								4			
81	81	476	476	1.0	0	0	Chord	6/4	2	2	1/4	1/4	1	839								4			
82	82	482	482	3.0	0	0	Chord	6/4	1	1	3/4	1/2	3/2	840											
82	82	485	485	1.0	3/4	3/4	Chord	6/4	1	1	1/4	1/4	1	841											
82	82	486	486	1.0	1	1	Chord	6/4	1	1	1/4	1/4	1	842											
82	82	487	487	1.0	5/4	5/4	Chord	6/4	1	1	1/4	1/4	1	843											
82	82	482	482	0.0	0	0	Spanner	6/4	2	1	0														
82	82	965/2	965/2	0.5	1/8	1/8	Chord	6/4	2	1	1/8	1/8	1	844											
82	82	483	483	0.5	1/4	1/4	Chord	6/4	2	1	1/8	1/8	1	845											
82	82	967/2	967/2	0.5	3/8	3/8	Chord	6/4	2	1	1/8	1/8	1	846											
82	82	484	484	0.5	1/2	1/2	Chord	6/4	2	1	1/8	1/8	1	847											
82	82	969/2	969/2	0.5	5/8	5/8	Chord	6/4	2	1	1/8	1/8	1	848											
82	82	485	485	0.5	3/4	3/4	Chord	6/4	2	1	1/8	1/8	1	849											
82	82	971/2	971/2	0.5	7/8	7/8	Chord	6/4	2	1	1/8	1/8	1	850											
82	82	486	486	0.5	1	1	Chord	6/4	2	1	1/8	1/8	1	851											
82	82	973/2	973/2	0.5	9/8	9/8	Chord	6/4	2	1	1/8	1/8	1	852											
82	82	487	487	0.5	5/4	5/4	Chord	6/4	2	1	1/8	1/8	1	853											
82	82	975/2	975/2	0.5	11/8	11/8	Chord	6/4	2	1	1/8	1/8	1	854											
82	82	482	482	1.0	0	0	Chord	6/4	2	2	1/4	1/4	1	855											
83	83	488	488	0.0	0	0	Spanner	6/4	1	1	0										8				
83	83	488	488	3.0	0	0	Chord	6/4	1	1	3/4	1/2	3/2	856				89			8				
83	83	491	491	2.0	3/4	3/4	Chord	6/4	1	1	1/2	1/2	1	857		articStaccatoAbove		89			8				
83	83	493	493	0.0	5/4	5/4	Spanner	6/4	1	1	0														
83	83	493	493	1.0	5/4	5/4	Chord	6/4	1	1	1/4	1/4	1	858		articStaccatoAbove									
83	83	977/2	977/2	0.5	1/8	1/8	Chord	6/4	2	1	1/8	1/8	1	859											
83	83	489	489	0.5	1/4	1/4	Chord	6/4	2	1	1/8	1/8	1	860											
83	83	979/2	979/2	0.5	3/8	3/8	Chord	6/4	2	1	1/8	1/8	1	861											
83	83	490	490	0.5	1/2	1/2	Chord	6/4	2	1	1/8	1/8	1	862											
83	83	981/2	981/2	0.5	5/8	5/8	Chord	6/4	2	1	1/8	1/8	1	863											
83	83	491	491	0.5	3/4	3/4	Chord	6/4	2	1	1/8	1/8	1	864											
83	83	983/2	983/2	0.5	7/8	7/8	Chord	6/4	2	1	1/8	1/8	1	865											
83	83	492	492	0.5	1	1	Chord	6/4	2	1	1/8	1/8	1	866											
83	83	985/2	985/2	0.5	9/8	9/8	Chord	6/4	2	1	1/8	1/8	1	867											
83	83	493	493	0.5	5/4	5/4	Chord	6/4	2	1	1/8	1/8	1	868											
83	83	987/2	987/2	0.5	11/8	11/8	Chord	6/4	2	1	1/8	1/8	1	869											
84	84	494	494	3.0	0	0	Chord	6/4	1	1	3/4	1/2	3/2	870		articAccentAbove		90							
84	84	497	497	2.0	3/4	3/4	Chord	6/4	1	1	1/2	1/2	1	871											
84	84	499	499	1.0	5/4	5/4	Chord	6/4	1	1	1/4	1/4	1	872											
84	84	989/2	989/2	0.5	1/8	1/8	Chord	6/4	2	1	1/8	1/8	1	873											
84	84	495	495	0.5	1/4	1/4	Chord	6/4	2	1	1/8	1/8	1	874											
84	84	991/2	991/2	0.5	3/8	3/8	Chord	6/4	2	1	1/8	1/8	1	875											
84	84	496	496	0.5	1/2	1/2	Chord	6/4	2	1	1/8	1/8	1	876											
84	84	993/2	993/2	0.5	5/8	5/8	Chord	6/4	2	1	1/8	1/8	1	877											
84	84	497	497	0.5	3/4	3/4	Chord	6/4	2	1	1/8	1/8	1	878											
84	84	995/2	995/2	0.5	7/8	7/8	Chord	6/4	2	1	1/8	1/8	1	879											
84	84	498	498	0.5	1	1	Chord	6/4	2	1	1/8	1/8	1	880											
84	84	997/2	997/2	0.5	9/8	9/8	Chord	6/4	2	1	1/8	1/8	1	881											
84	84	499	499	0.5	5/4	5/4	Chord	6/4	2	1	1/8	1/8	1	882											
84	84	999/2	999/2	0.5	11/8	11/8	Chord	6/4	2	1	1/8	1/8	1	883											
85	85	500	500	0.0	0	0	StaffText	6/4	1	1	0						<i>con grazia</i>								
85	85	500	500	3.0	0	0	Chord	6/4	1	1	3/4	1/2	3/2	884											
85	85	1001/2	1001/2	0.0	1/8	1/8	Dynamic	6/4	2	1	0				pp										
85	85	1001/2	1001/2	0.5	1/8	1/8	Chord	6/4	2	1	1/8	1/8	1	885											
85	85	501	501	0.5	1/4	1/4	Chord	6/4	2	1	1/8	1/8	1	886											
85	85	1003/2	1003/2	0.5	3/8	3/8	Chord	6/4	2	1	1/8	1/8	1	887											
85	85	502	502	0.5	1/2	1/2	Chord	6/4	2	1	1/8	1/8	1	888											
85	85	1005/2	1005/2	0.5	5/8	5/8	Chord	6/4	2	1	1/8	1/8	1	889											
85	85	503	503	0.5	3/4	3/4	Chord	6/4	2	1	1/8	1/8	1	890											
85	85	1007/2	1007/2	0.0	7/8	7/8	Dynamic	6/4	2	1	0				pp										
85	85	1007/2	1007/2	0.5	7/8	7/8	Chord	6/4	2	1	1/8	1/8	1	891											
85	85	504	504	0.5	1	1	Chord	6/4	2	1	1/8	1/8	1	892											
85	85	1009/2	1009/2	0.5	9/8	9/8	Chord	6/4	2	1	1/8	1/8	1	893											
85	85	505	505	0.5	5/4	5/4	Chord	6/4	2	1	1/8	1/8	1	894											
85	85	1011/2	1011/2	0.5	11/8	11/8	Chord	6/4	2	1	1/8	1/8	1	895											
86	86	506	506	3.0	0	0	Chord	6/4	1	1	3/4	1/2	3/2	896		articAccentAbove		91							
86	86	509	509	2.0	3/4	3/4	Chord	6/4	1	1	1/2	1/2	1	897											
86	86	511	511	1.0	5/4	5/4	Chord	6/4	1	1	1/4	1/4	1	898											
86	86	1013/2	1013/2	0.5	1/8	1/8	Chord	6/4	2	1	1/8	1/8	1	899											
86	86	507	507	0.5	1/4	1/4	Chord	6/4	2	1	1/8	1/8	1	900											
86	86	1015/2	1015/2	0.5	3/8	3/8	Chord	6/4	2	1	1/8	1/8	1	901											
86	86	508	508	0.5	1/2	1/2	Chord	6/4	2	1	1/8	1/8	1	902											
86	86	1017/2	1017/2	0.5	5/8	5/8	Chord	6/4	2	1	1/8	1/8	1	903											
86	86	509	509	0.5	3/4	3/4	Chord	6/4	2	1	1/8	1/8	1	904											
86	86	1019/2	1019/2	0.5	7/8	7/8	Chord	6/4	2	1	1/8	1/8	1	905											
86	86	510	510	0.5	1	1	Chord	6/4	2	1	1/8	1/8	1	906											
86	86	1021/2	1021/2	0.5	9/8	9/8	Chord	6/4	2	1	1/8	1/8	1	907											
86	86	511	511	0.5	5/4	5/4	Chord	6/4	2	1	1/8	1/8	1	908											
86	86	1023/2	1023/2	0.5	11/8	11/8	Chord	6/4	2	1	1/8	1/8	1	909											
87	87	512	512	3.0	0	0	Chord	6/4	1	1	3/4	1/2	3/2	910											
87	87	1031/2	1031/2	0.0	7/8	7/8	Dynamic	6/4	1	1	0				pp										
87	87	1025/2	1025/2	0.0	1/8	1/8	Dynamic	6/4	2	1	0				pp										
87	87	1025/2	1025/2	0.5	1/8	1/8	Chord	6/4	2	1	1/8	1/8	1	911											
87	87	513	513	0.5	1/4	1/4	Chord	6/4	2	1	1/8	1/8	1	912											
87	87	1027/2	1027/2	0.5	3/8	3/8	Chord	6/4	2	1	1/8	1/8	1	913											
87	87	514	514	0.5	1/2	1/2	Chord	6/4	2	1	1/8	1/8	1	914											
87	87	1029/2	1029/2	0.5	5/8	5/8	Chord	6/4	2	1	1/8	1/8	1	915											
87	87	515	515	0.5	3/4	3/4	Chord	6/4	2	1	1/8	1/8	1	916											
87	87	1031/2	1031/2	0.5	7/8	7/8	Chord	6/4	2	1	1/8	1/8	1	917											
87	87	516	516	0.5	1	1	Chord	6/4	2	1	1/8	1/8	1	918											
87	87	1033/2	1033/2	0.5	9/8	9/8	Chord	6/4	2	1	1/8	1/8	1	919											
87	87	517	517	0.5	5/4	5/4	Chord	6/4	2	1	1/8	1/8	1	920											
87	87	1035/2	1035/2	0.5	11/8	11/8	Chord	6/4	2	1	1/8	1/8	1	921											
88	88	518	518	1.0	0	0	Chord	6/4	1	1	1/4	1/4	1	922											
88	88	519	519	1.0	1/4	1/4	Chord	6/4	1	1	1/4	1/4	1	923											
88	88	520	520	1.0	1/2	1/2	Chord	6/4	1	1	1/4	1/4	1	924											
88	88	521	521	0.2	3/4	3/4	Chord	6/4	1	1	1/20	1/16	4/5	925											
88	88	2606/5	2606/5	0.2	4/5	4/5	Chord	6/4	1	1	1/20	1/16	4/5	926											
88	88	2607/5	2607/5	0.2	17/20	17/20	Chord	6/4	1	1	1/20	1/16	4/5	927											
88	88	2608/5	2608/5	0.2	9/10	9/10	Chord	6/4	1	1	1/20	1/16	4/5	928											
88	88	2609/5	2609/5	0.2	19/20	19/20	Chord	6/4	1	1	1/20	1/16	4/5	929											
88	88	522	522	1.0	1	1	Chord	6/4	1	1	1/4	1/4	1	930											
88	88	523	523	1.0	5/4	5/4	Chord	6/4	1	1	1/4	1/4	1	931											
88	88	518	518	3.0	0	0	Chord	6/4	1	2	3/4	1/2	3/2	932											
88	88	522	522	2.0	1	1	Chord	6/4	1	2	1/2	1/2	1	933											
88	88	1037/2	1037/2	0.5	1/8	1/8	Chord	6/4	2	1	1/8	1/8	1	934											
88	88	519	519	0.5	1/4	1/4	Chord	6/4	2	1	1/8	1/8	1	935											
88	88	1039/2	1039/2	0.5	3/8	3/8	Chord	6/4	2	1	1/8	1/8	1	936											
88	88	520	520	0.5	1/2	1/2	Chord	6/4	2	1	1/8	1/8	1	937											
88	88	1041/2	1041/2	0.5	5/8	5/8	Chord	6/4	2	1	1/8	1/8	1	938											
88	88	521	521	0.5	3/4	3/4	Chord	6/4	2	1	1/8	1/8	1	939											
88	88	1043/2	1043/2	0.5	7/8	7/8	Chord	6/4	2	1	1/8	1/8	1	940											
88	88	522	522	0.5	1	1	Chord	6/4	2	1	1/8	1/8	1	941											
88	88	1045/2	1045/2	0.5	9/8	9/8	Chord	6/4	2	1	1/8	1/8	1	942											
88	88	523	523	0.5	5/4	5/4	Chord	6/4	2	1	1/8	1/8	1	943											
88	88	1047/2	1047/2	0.5	11/8	11/8	Chord	6/4	2	1	1/8	1/8	1	944											
89	89	524	524	2.0	0	0	Chord	6/4	1	1	1/2	1/2	1	945											
89	89	1055/2	1055/2	0.0	7/8	7/8	Spanner	6/4	1	1	0												2		
89	89	524	524	2.0	0	0	Chord	6/4	1	2	1/2	1/2	1	946									2		
89	89	524	524	0.5	0	0	Chord	6/4	2	1	1/8	1/8	1	947											
89	89	1049/2	1049/2	0.5	1/8	1/8	Chord	6/4	2	1	1/8	1/8	1	948											
89	89	525	525	0.5	1/4	1/4	Chord	6/4	2	1	1/8	1/8	1	949											
89	89	1051/2	1051/2	0.5	3/8	3/8	Chord	6/4	2	1	1/8	1/8	1	950											
89	89	526	526	0.5	1/2	1/2	Chord	6/4	2	1	1/8	1/8	1	951											
89	89	1053/2	1053/2	0.5	5/8	5/8	Chord	6/4	2	1	1/8	1/8	1	952											
89	89	527	527	0.5	3/4	3/4	Chord	6/4	2	1	1/8	1/8	1	953											
89	89	1055/2	1055/2	0.5	7/8	7/8	Chord	6/4	2	1	1/8	1/8	1	954											
89	89	528	528	0.5	1	1	Chord	6/4	2	1	1/8	1/8	1	955											
89	89	1057/2	1057/2	0.5	9/8	9/8	Chord	6/4	2	1	1/8	1/8	1	956											
89	89	529	529	0.5	5/4	5/4	Chord	6/4	2	1	1/8	1/8	1	957											
89	89	1059/2	1059/2	0.5	11/8	11/8	Chord	6/4	2	1	1/8	1/8	1	958											
90	90	530	530	0.5	0	0	Chord	6/4	1	1	1/8	1/8	1	959				92					2		
90	90	1061/2	1061/2	0.5	1/8	1/8	Chord	6/4	1	1	1/8	1/8	1	960				92					2		
90	90	531	531	0.5	1/4	1/4	Chord	6/4	1	1	1/8	1/8	1	961				92					2		
90	90	1063/2	1063/2	0.5	3/8	3/8	Chord	6/4	1	1	1/8	1/8	1	962				92					2		
90	90	532	532	0.5	1/2	1/2	Chord	6/4	1	1	1/8	1/8	1	963				92					2		
90	90	1065/2	1065/2	0.5	5/8	5/8	Chord	6/4	1	1	1/8	1/8	1	964				92					2		
90	90	533	533	0.5	3/4	3/4	Chord	6/4	1	1	1/8	1/8	1	965				92					2		
90	90	1067/2	1067/2	0.5	7/8	7/8	Chord	6/4	1	1	1/8	1/8	1	966				92					2		
90	90	534	534	0.5	1	1	Chord	6/4	1	1	1/8	1/8	1	967				92					2		
90	90	1069/2	1069/2	0.5	9/8	9/8	Chord	6/4	1	1	1/8	1/8	1	968				92					2		
90	90	535	535	0.5	5/4	5/4	Chord	6/4	1	1	1/8	1/8	1	969				92					2		
90	90	1071/2	1071/2	0.5	11/8	11/8	Chord	6/4	1	1	1/8	1/8	1	970				92					2		
90	90	1067/2	1067/2	0.5	7/8	7/8	Chord	6/4	2	1	1/8	1/8	1	971											
90	90	534	534	0.5	1	1	Chord	6/4	2	1	1/8	1/8	1	972											
90	90	1069/2	1069/2	0.5	9/8	9/8	Chord	6/4	2	1	1/8	1/8	1	973											
90	90	535	535	0.5	5/4	5/4	Chord	6/4	2	1	1/8	1/8	1	974											
90	90	1071/2	1071/2	0.5	11/8	11/8	Chord	6/4	2	1	1/8	1/8	1	975											
91	91	536	536	0.5	0	0	Chord	6/4	1	1	1/8	1/8	1	976				92					2		
91	91	1073/2	1073/2	0.5	1/8	1/8	Chord	6/4	1	1	1/8	1/8	1	977				92					2		
91	91	537	537	0.5	1/4	1/4	Chord	6/4	1	1	1/8	1/8	1	978				92					2		
91	91	1075/2	1075/2	0.5	3/8	3/8	Chord	6/4	1	1	1/8	1/8	1	979				92					2		
91	91	538	538	0.5	1/2	1/2	Chord	6/4	1	1	1/8	1/8	1	980									2		
91	91	1077/2	1077/2	0.0	5/8	5/8	Spanner	6/4	1	1	0														
91	91	536	536	0.5	0	0	Chord	6/4	2	1	1/8	1/8	1	981											
91	91	1073/2	1073/2	0.5	1/8	1/8	Chord	6/4	2	1	1/8	1/8	1	982											
91	91	537	537	0.5	1/4	1/4	Chord	6/4	2	1	1/8	1/8	1	983											
91	91	1075/2	1075/2	0.5	3/8	3/8	Chord	6/4	2	1	1/8	1/8	1	984											
91	91	538	538	0.5	1/2	1/2	Chord	6/4	2	1	1/8	1/8	1	985											
91	91	1077/2	1077/2	0.5	5/8	5/8	Chord	6/4	2	1	1/8	1/8	1	986											
91	91	539	539	0.0	3/4	3/4	Dynamic	6/4	2	1	0				other-dynamics										
91	91	539	539	0.5	3/4	3/4	Chord	6/4	2	1	1/8	1/8	1	987											
91	91	1079/2	1079/2	0.5	7/8	7/8	Chord	6/4	2	1	1/8	1/8	1	988											
91	91	540	540	0.5	1	1	Chord	6/4	2	1	1/8	1/8	1	989											
91	91	1081/2	1081/2	0.5	9/8	9/8	Chord	6/4	2	1	1/8	1/8	1	990											
91	91	541	541	0.5	5/4	5/4	Chord	6/4	2	1	1/8	1/8	1	991											
91	91	1083/2	1083/2	0.5	11/8	11/8	Chord	6/4	2	1	1/8	1/8	1	992											
92	92	542	542	0.0	0	0	Dynamic	6/4	1	1	0				ff										
92	92	542	542	0.0	0	0	Spanner	6/4	1	1	0														1
92	92	542	542	3.0	0	0	Chord	6/4	1	1	3/4	1/2	3/2	993				93							1
92	92	545	545	2.0	3/4	3/4	Chord	6/4	1	1	1/2	1/2	1	994				93							1
92	92	547	547	1.0	5/4	5/4	Chord	6/4	1	1	1/4	1/4	1	995											1
92	92	1085/2	1085/2	0.5	1/8	1/8	Chord	6/4	2	1	1/8	1/8	1	996											
92	92	543	543	0.5	1/4	1/4	Chord	6/4	2	1	1/8	1/8	1	997											
92	92	1087/2	1087/2	0.5	3/8	3/8	Chord	6/4	2	1	1/8	1/8	1	998											
92	92	544	544	0.5	1/2	1/2	Chord	6/4	2	1	1/8	1/8	1	999											
92	92	1089/2	1089/2	0.5	5/8	5/8	Chord	6/4	2	1	1/8	1/8	1	1000											
92	92	545	545	0.5	3/4	3/4	Chord	6/4	2	1	1/8	1/8	1	1001											
92	92	1091/2	1091/2	0.5	7/8	7/8	Chord	6/4	2	1	1/8	1/8	1	1002											
92	92	546	546	0.5	1	1	Chord	6/4	2	1	1/8	1/8	1	1003											
92	92	1093/2	1093/2	0.5	9/8	9/8	Chord	6/4	2	1	1/8	1/8	1	1004											
92	92	547	547	0.5	5/4	5/4	Chord	6/4	2	1	1/8	1/8	1	1005											
92	92	1095/2	1095/2	0.5	11/8	11/8	Chord	6/4	2	1	1/8	1/8	1	1006											
92	92	542	542	1.0	0	0	Chord	6/4	2	2	1/4	1/4	1	1007											
93	93	548	548	3.0	0	0	Chord	6/4	1	1	3/4	1/2	3/2	1008				94							1
93	93	551	551	1.0	3/4	3/4	Chord	6/4	1	1	1/4	1/4	1	1009				94							1
93	93	552	552	1.0	1	1	Chord	6/4	1	1	1/4	1/4	1	1010		articStaccatoAbove		94							1
93	93	553	553	1.0	5/4	5/4	Chord	6/4	1	1	1/4	1/4	1	1011		articStaccatoAbove									1
93	93	1097/2	1097/2	0.5	1/8	1/8	Chord	6/4	2	1	1/8	1/8	1	1012											
93	93	549	549	0.5	1/4	1/4	Chord	6/4	2	1	1/8	1/8	1	1013											
93	93	1099/2	1099/2	0.5	3/8	3/8	Chord	6/4	2	1	1/8	1/8	1	1014											
93	93	550	550	0.5	1/2	1/2	Chord	6/4	2	1	1/8	1/8	1	1015											
93	93	1101/2	1101/2	0.5	5/8	5/8	Chord	6/4	2	1	1/8	1/8	1	1016											
93	93	551	551	0.5	3/4	3/4	Chord	6/4	2	1	1/8	1/8	1	1017											
93	93	1103/2	1103/2	0.5	7/8	7/8	Chord	6/4	2	1	1/8	1/8	1	1018											
93	93	552	552	0.5	1	1	Chord	6/4	2	1	1/8	1/8	1	1019											
93	93	1105/2	1105/2	0.5	9/8	9/8	Chord	6/4	2	1	1/8	1/8	1	1020											
93	93	553	553	0.5	5/4	5/4	Chord	6/4	2	1	1/8	1/8	1	1021											
93	93	1107/2	1107/2	0.5	11/8	11/8	Chord	6/4	2	1	1/8	1/8	1	1022											
93	93	548	548	1.0	0	0	Chord	6/4	2	2	1/4	1/4	1	1023		articStaccatissimoBelow									
94	94	554	554	3.0	0	0	Chord	6/4	1	1	3/4	1/2	3/2	1024		articAccentAbove		95							1
94	94	557	557	2.0	3/4	3/4	Chord	6/4	1	1	1/2	1/2	1	1025				95							1
94	94	559	559	1.0	5/4	5/4	Chord	6/4	1	1	1/4	1/4	1	1026											1
94	94	1109/2	1109/2	0.5	1/8	1/8	Chord	6/4	2	1	1/8	1/8	1	1027											
94	94	555	555	0.5	1/4	1/4	Chord	6/4	2	1	1/8	1/8	1	1028											
94	94	1111/2	1111/2	0.5	3/8	3/8	Chord	6/4	2	1	1/8	1/8	1	1029											
94	94	556	556	0.5	1/2	1/2	Chord	6/4	2	1	1/8	1/8	1	1030											
94	94	1113/2	1113/2	0.5	5/8	5/8	Chord	6/4	2	1	1/8	1/8	1	1031											
94	94	557	557	0.5	3/4	3/4	Chord	6/4	2	1	1/8	1/8	1	1032											
94	94	1115/2	1115/2	0.5	7/8	7/8	Chord	6/4	2	1	1/8	1/8	1	1033											
94	94	558	558	0.5	1	1	Chord	6/4	2	1	1/8	1/8	1	1034											
94	94	1117/2	1117/2	0.5	9/8	9/8	Chord	6/4	2	1	1/8	1/8	1	1035											
94	94	559	559	0.5	5/4	5/4	Chord	6/4	2	1	1/8	1/8	1	1036											
94	94	1119/2	1119/2	0.5	11/8	11/8	Chord	6/4	2	1	1/8	1/8	1	1037											
94	94	554	554	1.0	0	0	Chord	6/4	2	2	1/4	1/4	1	1038		articStaccatissimoBelow									
95	95	560	560	3.0	0	0	Chord	6/4	1	1	3/4	1/2	3/2	1039				96							1
95	95	563	563	0.0	3/4	3/4	Spanner	6/4	1	1	0							96				5			1
95	95	563	563	1.0	3/4	3/4	Chord	6/4	1	1	1/4	1/4	1	1040				96				5			1
95	95	564	564	1.0	1	1	Chord	6/4	1	1	1/4	1/4	1	1041		articStaccatoAbove		96				5			1
95	95	565	565	1.0	5/4	5/4	Chord	6/4	1	1	1/4	1/4	1	1042		articStaccatoAbove						5			1
95	95	1121/2	1121/2	0.5	1/8	1/8	Chord	6/4	2	1	1/8	1/8	1	1043											
95	95	561	561	0.5	1/4	1/4	Chord	6/4	2	1	1/8	1/8	1	1044											
95	95	1123/2	1123/2	0.5	3/8	3/8	Chord	6/4	2	1	1/8	1/8	1	1045											
95	95	562	562	0.5	1/2	1/2	Chord	6/4	2	1	1/8	1/8	1	1046											
95	95	1125/2	1125/2	0.5	5/8	5/8	Chord	6/4	2	1	1/8	1/8	1	1047											
95	95	563	563	0.5	3/4	3/4	Chord	6/4	2	1	1/8	1/8	1	1048											
95	95	1127/2	1127/2	0.5	7/8	7/8	Chord	6/4	2	1	1/8	1/8	1	1049											
95	95	564	564	0.5	1	1	Chord	6/4	2	1	1/8	1/8	1	1050											
95	95	1129/2	1129/2	0.5	9/8	9/8	Chord	6/4	2	1	1/8	1/8	1	1051											
95	95	565	565	0.5	5/4	5/4	Chord	6/4	2	1	1/8	1/8	1	1052											
95	95	1131/2	1131/2	0.5	11/8	11/8	Chord	6/4	2	1	1/8	1/8	1	1053											
95	95	560	560	1.0	0	0	Chord	6/4	2	2	1/4	1/4	1	1054		articStaccatissimoBelow									
96	96	566	566	0.0	0	0	Spanner	6/4	1	1	0														1
96	96	566	566	3.0	0	0	Chord	6/4	1	1	3/4	1/2	3/2	1055		articMarcatoAbove									1
96	96	569	569	0.0	3/4	3/4	Spanner	6/4	1	1	0														
96	96	569	569	3.0	3/4	3/4	Chord	6/4	1	1	3/4	1/2	3/2	1056		articAccentAbove									
96	96	1133/2	1133/2	0.5	1/8	1/8	Chord	6/4	2	1	1/8	1/8	1	1057											
96	96	567	567	0.5	1/4	1/4	Chord	6/4	2	1	1/8	1/8	1	1058											
96	96	1135/2	1135/2	0.5	3/8	3/8	Chord	6/4	2	1	1/8	1/8	1	1059											
96	96	568	568	0.5	1/2	1/2	Chord	6/4	2	1	1/8	1/8	1	1060											
96	96	1137/2	1137/2	0.5	5/8	5/8	Chord	6/4	2	1	1/8	1/8	1	1061											
96	96	569	569	0.5	3/4	3/4	Chord	6/4	2	1	1/8	1/8	1	1062											
96	96	1139/2	1139/2	0.5	7/8	7/8	Chord	6/4	2	1	1/8	1/8	1	1063											
96	96	570	570	0.5	1	1	Chord	6/4	2	1	1/8	1/8	1	1064											
96	96	1141/2	1141/2	0.5	9/8	9/8	Chord	6/4	2	1	1/8	1/8	1	1065											
96	96	571	571	0.5	5/4	5/4	Chord	6/4	2	1	1/8	1/8	1	1066											
96	96	1143/2	1143/2	0.5	11/8	11/8	Chord	6/4	2	1	1/8	1/8	1	1067											
96	96	566	566	1.0	0	0	Chord	6/4	2	2	1/4	1/4	1	1068		articStaccatissimoBelow									
97	97	572	572	3.0	0	0	Chord	6/4	1	1	3/4	1/2	3/2	1069		articMarcatoAbove		97							
97	97	575	575	1.0	3/4	3/4	Chord	6/4	1	1	1/4	1/4	1	1070				97							
97	97	576	576	1.0	1	1	Chord	6/4	1	1	1/4	1/4	1	1071				97							
97	97	577	577	1.0	5/4	5/4	Chord	6/4	1	1	1/4	1/4	1	1072											
97	97	1145/2	1145/2	0.5	1/8	1/8	Chord	6/4	2	1	1/8	1/8	1	1073											
97	97	573	573	0.5	1/4	1/4	Chord	6/4	2	1	1/8	1/8	1	1074											
97	97	1147/2	1147/2	0.5	3/8	3/8	Chord	6/4	2	1	1/8	1/8	1	1075											
97	97	574	574	0.5	1/2	1/2	Chord	6/4	2	1	1/8	1/8	1	1076											
97	97	1149/2	1149/2	0.5	5/8	5/8	Chord	6/4	2	1	1/8	1/8	1	1077											
97	97	575	575	0.5	3/4	3/4	Chord	6/4	2	1	1/8	1/8	1	1078											
97	97	1151/2	1151/2	0.5	7/8	7/8	Chord	6/4	2	1	1/8	1/8	1	1079											
97	97	576	576	0.5	1	1	Chord	6/4	2	1	1/8	1/8	1	1080											
97	97	1153/2	1153/2	0.5	9/8	9/8	Chord	6/4	2	1	1/8	1/8	1	1081											
97	97	577	577	0.5	5/4	5/4	Chord	6/4	2	1	1/8	1/8	1	1082											
97	97	1155/2	1155/2	0.5	11/8	11/8	Chord	6/4	2	1	1/8	1/8	1	1083											
97	97	572	572	1.0	0	0	Chord	6/4	2	2	1/4	1/4	1	1084		articStaccatissimoBelow									
98	98	578	578	0.0	0	0	StaffText	6/4	1	1	0						rinforz.								
98	98	578	578	0.0	0	0	Spanner	6/4	1	1	0											6			
98	98	578	578	3.0	0	0	Chord	6/4	1	1	3/4	1/2	3/2	1085				98				6			
98	98	581	581	2.0	3/4	3/4	Chord	6/4	1	1	1/2	1/2	1	1086								6			
