mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	TextLine	TextLine_stringendo	decrescendo_hairpin	crescendo_line	crescendo_hairpin	Ottava:8va
118	118	1751/6	1751/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	2	1/24		1/16	2/3	1058										
118	118	290	290	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	1059										
119	119	292	292	1.75	0	0	Chord	2/4	1	1	7/16		1/4	7/4	1060										
119	119	1175/4	1175/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1061										
119	119	293	293	0.16666666666666666	1/4	1/4	Chord	2/4	1	2	1/24		1/16	2/3	1062										
119	119	1759/6	1759/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	2	1/24		1/16	2/3	1063										
119	119	880/3	880/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	2	1/24		1/16	2/3	1064										
119	119	587/2	587/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	2	1/24		1/16	2/3	1065										
119	119	881/3	881/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	2	1/24		1/16	2/3	1066										
119	119	1763/6	1763/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	2	1/24		1/16	2/3	1067										
120	120	294	294	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	1068										
120	120	295	295	0.0	1/4	1/4	Spanner	2/4	1	1	0													14	
120	120	295	295	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	1069									14	
120	120	294	294	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	1070										
120	120	295	295	0.2	1/4	1/4	Chord	2/4	2	1	1/20		1/16	4/5	1071										
120	120	1476/5	1476/5	0.2	3/10	3/10	Chord	2/4	2	1	1/20		1/16	4/5	1072										
120	120	1477/5	1477/5	0.2	7/20	7/20	Chord	2/4	2	1	1/20		1/16	4/5	1073										
120	120	1478/5	1478/5	0.2	2/5	2/5	Chord	2/4	2	1	1/20		1/16	4/5	1074										
120	120	1479/5	1479/5	0.2	9/20	9/20	Chord	2/4	2	1	1/20		1/16	4/5	1075										
121	121	296	296	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	1076									14	
121	121	297	297	0.0	1/4	1/4	Spanner	2/4	1	1	0														
121	121	297	297	0.75	1/4	1/4	Chord	2/4	1	1	3/16		1/8	3/2	1077										
121	121	1191/4	1191/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1078										
121	121	296	296	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	1079										
121	121	297	297	0.2	1/4	1/4	Chord	2/4	2	1	1/20		1/16	4/5	1080										
121	121	1486/5	1486/5	0.2	3/10	3/10	Chord	2/4	2	1	1/20		1/16	4/5	1081										
121	121	1487/5	1487/5	0.2	7/20	7/20	Chord	2/4	2	1	1/20		1/16	4/5	1082										
121	121	1488/5	1488/5	0.2	2/5	2/5	Chord	2/4	2	1	1/20		1/16	4/5	1083										
121	121	1489/5	1489/5	0.2	9/20	9/20	Chord	2/4	2	1	1/20		1/16	4/5	1084										
122	122	298	298	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	1085										
122	122	299	299	0.125	1/4	1/4	Chord	2/4	1	2	1/32		1/32	1	1086										
122	122	2393/8	2393/8	0.125	9/32	9/32	Chord	2/4	1	2	1/32		1/32	1	1087										
122	122	1197/4	1197/4	0.125	5/16	5/16	Chord	2/4	1	2	1/32		1/32	1	1088										
122	122	2395/8	2395/8	0.125	11/32	11/32	Chord	2/4	1	2	1/32		1/32	1	1089										
122	122	599/2	599/2	0.125	3/8	3/8	Chord	2/4	1	2	1/32		1/32	1	1090										
122	122	2397/8	2397/8	0.125	13/32	13/32	Chord	2/4	1	2	1/32		1/32	1	1091										
122	122	1199/4	1199/4	0.125	7/16	7/16	Chord	2/4	1	2	1/32		1/32	1	1092										
122	122	2399/8	2399/8	0.125	15/32	15/32	Chord	2/4	1	2	1/32		1/32	1	1093										
122	122	298	298	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	1094										
123	123	300	300	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	1095										
123	123	301	301	0.125	1/4	1/4	Chord	2/4	1	2	1/32		1/32	1	1096										
123	123	2409/8	2409/8	0.125	9/32	9/32	Chord	2/4	1	2	1/32		1/32	1	1097										
123	123	1205/4	1205/4	0.125	5/16	5/16	Chord	2/4	1	2	1/32		1/32	1	1098										
123	123	2411/8	2411/8	0.125	11/32	11/32	Chord	2/4	1	2	1/32		1/32	1	1099										
123	123	603/2	603/2	0.125	3/8	3/8	Chord	2/4	1	2	1/32		1/32	1	1100										
123	123	2413/8	2413/8	0.125	13/32	13/32	Chord	2/4	1	2	1/32		1/32	1	1101										
123	123	1207/4	1207/4	0.125	7/16	7/16	Chord	2/4	1	2	1/32		1/32	1	1102										
123	123	2415/8	2415/8	0.125	15/32	15/32	Chord	2/4	1	2	1/32		1/32	1	1103										
124	124	302	302	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	1104										
124	124	303	303	0.16666666666666666	1/4	1/4	Chord	2/4	1	2	1/24		1/16	2/3	1105										
124	124	1819/6	1819/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	2	1/24		1/16	2/3	1106										
124	124	910/3	910/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	2	1/24		1/16	2/3	1107										
124	124	607/2	607/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	2	1/24		1/16	2/3	1108										
124	124	911/3	911/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	2	1/24		1/16	2/3	1109										
124	124	1823/6	1823/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	2	1/24		1/16	2/3	1110										
124	124	302	302	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	1111										
125	125	304	304	1.75	0	0	Chord	2/4	1	1	7/16		1/4	7/4	1112										
125	125	305	305	0.0	1/4	1/4	Spanner	2/4	1	1	0													15	
125	125	917/3	917/3	0.0	5/12	5/12	Spanner	2/4	1	1	0														
125	125	1223/4	1223/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1113										
125	125	305	305	0.16666666666666666	1/4	1/4	Chord	2/4	1	2	1/24		1/16	2/3	1114										
125	125	1831/6	1831/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	2	1/24		1/16	2/3	1115										
125	125	916/3	916/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	2	1/24		1/16	2/3	1116										
125	125	611/2	611/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	2	1/24		1/16	2/3	1117										
125	125	917/3	917/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	2	1/24		1/16	2/3	1118										
125	125	1835/6	1835/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	2	1/24		1/16	2/3	1119										
125	125	304	304	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	1120										
126	126	306	306	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	1121		articMarcatoAbove								
126	126	307	307	0.16666666666666666	1/4	1/4	Chord	2/4	1	2	1/24		1/16	2/3	1122										
126	126	1843/6	1843/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	2	1/24		1/16	2/3	1123										
126	126	922/3	922/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	2	1/24		1/16	2/3	1124										
126	126	615/2	615/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	2	1/24		1/16	2/3	1125										
126	126	923/3	923/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	2	1/24		1/16	2/3	1126										
126	126	1847/6	1847/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	2	1/24		1/16	2/3	1127										
126	126	306	306	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	1128										
127	127	308	308	0.0	0	0	Dynamic	2/4	1	1	0					f									
127	127	1233/4	1233/4	0.0	1/16	1/16	Spanner	2/4	1	1	0													16	
127	127	1233/4	1233/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1129									16	
127	127	617/2	617/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1130									16	
127	127	1235/4	1235/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1131									16	
127	127	309	309	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1132									16	
127	127	1237/4	1237/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1133									16	
127	127	619/2	619/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1134									16	
127	127	1239/4	1239/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1135									16	
127	127	310	310	0.25	1/2	1/2	Chord	2/4	1	1	1/16		1/16	1	1136									16	
127	127	1241/4	1241/4	0.0	9/16	9/16	Spanner	2/4	1	1	0														
127	127	1241/4	1241/4	0.25	9/16	9/16	Chord	2/4	1	1	1/16		1/16	1	1137										
127	127	621/2	621/2	0.25	5/8	5/8	Chord	2/4	1	1	1/16		1/16	1	1138										
127	127	1243/4	1243/4	0.25	11/16	11/16	Chord	2/4	1	1	1/16		1/16	1	1139										
127	127	2489/8	2489/8	0.125	25/32	25/32	Chord	2/4	1	1	1/32		1/32	1	1140										
127	127	1233/4	1233/4	0.25	1/16	1/16	Chord	2/4	1	2	1/16		1/16	1	1141		articStaccatoBelow								
127	127	617/2	617/2	0.25	1/8	1/8	Chord	2/4	1	2	1/16		1/16	1	1142		articStaccatoBelow								
127	127	1235/4	1235/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	1143		articStaccatoBelow								
127	127	309	309	0.25	1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	1144		articStaccatoBelow								
127	127	1237/4	1237/4	0.25	5/16	5/16	Chord	2/4	1	2	1/16		1/16	1	1145		articStaccatoBelow								
127	127	619/2	619/2	0.25	3/8	3/8	Chord	2/4	1	2	1/16		1/16	1	1146		articStaccatoBelow								
127	127	1239/4	1239/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	1147		articStaccatoBelow								
127	127	310	310	0.25	1/2	1/2	Chord	2/4	1	2	1/16		1/16	1	1148		articStaccatoBelow								
127	127	1241/4	1241/4	0.25	9/16	9/16	Chord	2/4	1	2	1/16		1/16	1	1149		articStaccatoBelow								
127	127	621/2	621/2	0.25	5/8	5/8	Chord	2/4	1	2	1/16		1/16	1	1150		articStaccatoBelow								
128	128	1245/4	1245/4	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	1151										
128	128	1249/4	1249/4	0.16666666666666666	1/4	1/4	Chord	2/4	1	2	1/24		1/16	2/3	1152										
128	128	3749/12	3749/12	0.16666666666666666	7/24	7/24	Chord	2/4	1	2	1/24		1/16	2/3	1153										
128	128	3751/12	3751/12	0.16666666666666666	1/3	1/3	Chord	2/4	1	2	1/24		1/16	2/3	1154										
128	128	1251/4	1251/4	0.16666666666666666	3/8	3/8	Chord	2/4	1	2	1/24		1/16	2/3	1155										
128	128	3755/12	3755/12	0.16666666666666666	5/12	5/12	Chord	2/4	1	2	1/24		1/16	2/3	1156										
128	128	3757/12	3757/12	0.16666666666666666	11/24	11/24	Chord	2/4	1	2	1/24		1/16	2/3	1157										
128	128	1245/4	1245/4	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	1158										
129	129	1253/4	1253/4	1.75	0	0	Chord	2/4	1	1	7/16		1/4	7/4	1159										
129	129	1257/4	1257/4	0.0	1/4	1/4	Spanner	2/4	1	1	0													17	
129	129	315	315	0.0	7/16	7/16	Spanner	2/4	1	1	0														
129	129	315	315	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1160										
129	129	1257/4	1257/4	0.16666666666666666	1/4	1/4	Chord	2/4	1	2	1/24		1/16	2/3	1161										
129	129	3773/12	3773/12	0.16666666666666666	7/24	7/24	Chord	2/4	1	2	1/24		1/16	2/3	1162										
129	129	3775/12	3775/12	0.16666666666666666	1/3	1/3	Chord	2/4	1	2	1/24		1/16	2/3	1163										
129	129	1259/4	1259/4	0.16666666666666666	3/8	3/8	Chord	2/4	1	2	1/24		1/16	2/3	1164										
129	129	3779/12	3779/12	0.16666666666666666	5/12	5/12	Chord	2/4	1	2	1/24		1/16	2/3	1165										
129	129	3781/12	3781/12	0.16666666666666666	11/24	11/24	Chord	2/4	1	2	1/24		1/16	2/3	1166										
129	129	1253/4	1253/4	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	1167										
130	130	1261/4	1261/4	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	1168										
130	130	1265/4	1265/4	0.16666666666666666	1/4	1/4	Chord	2/4	1	2	1/24		1/16	2/3	1169										
130	130	3797/12	3797/12	0.16666666666666666	7/24	7/24	Chord	2/4	1	2	1/24		1/16	2/3	1170										
130	130	3799/12	3799/12	0.16666666666666666	1/3	1/3	Chord	2/4	1	2	1/24		1/16	2/3	1171										
130	130	1267/4	1267/4	0.16666666666666666	3/8	3/8	Chord	2/4	1	2	1/24		1/16	2/3	1172										
130	130	3803/12	3803/12	0.16666666666666666	5/12	5/12	Chord	2/4	1	2	1/24		1/16	2/3	1173										
130	130	3805/12	3805/12	0.16666666666666666	11/24	11/24	Chord	2/4	1	2	1/24		1/16	2/3	1174										
130	130	1261/4	1261/4	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	1175										
131	131	1269/4	1269/4	0.0	0	0	Dynamic	2/4	1	1	0					f									
131	131	635/2	635/2	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1176										
131	131	1271/4	1271/4	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1177										
131	131	318	318	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1178										
131	131	1273/4	1273/4	0.0	1/4	1/4	Spanner	2/4	1	1	0														1
131	131	1273/4	1273/4	0.0	1/4	1/4	Spanner	2/4	1	1	0													18	1
131	131	1273/4	1273/4	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1179									18	1
131	131	637/2	637/2	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1180									18	1
131	131	1275/4	1275/4	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1181									18	1
131	131	319	319	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1182									18	1
131	131	1277/4	1277/4	0.25	1/2	1/2	Chord	2/4	1	1	1/16		1/16	1	1183									18	1
131	131	639/2	639/2	0.25	9/16	9/16	Chord	2/4	1	1	1/16		1/16	1	1184									18	1
131	131	1279/4	1279/4	0.0	5/8	5/8	Spanner	2/4	1	1	0														
131	131	1279/4	1279/4	0.0	5/8	5/8	Spanner	2/4	1	1	0														
131	131	1279/4	1279/4	0.25	5/8	5/8	Chord	2/4	1	1	1/16		1/16	1	1185										
131	131	320	320	0.25	11/16	11/16	Chord	2/4	1	1	1/16		1/16	1	1186										
131	131	1281/4	1281/4	0.25	3/4	3/4	Chord	2/4	1	1	1/16		1/16	1	1187										
131	131	641/2	641/2	0.25	13/16	13/16	Chord	2/4	1	1	1/16		1/16	1	1188										
131	131	1283/4	1283/4	0.25	7/8	7/8	Chord	2/4	1	1	1/16		1/16	1	1189										
131	131	321	321	0.25	15/16	15/16	Chord	2/4	1	1	1/16		1/16	1	1190										
131	131	635/2	635/2	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1191		articStaccatoBelow								
131	131	1271/4	1271/4	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1192		articStaccatoBelow								
131	131	318	318	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1193		articStaccatoBelow								
131	131	1273/4	1273/4	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1194		articStaccatoBelow								
131	131	637/2	637/2	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1195		articStaccatoBelow								
131	131	1275/4	1275/4	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1196		articStaccatoBelow								
131	131	319	319	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1197		articStaccatoBelow								
131	131	1277/4	1277/4	0.25	1/2	1/2	Chord	2/4	2	1	1/16		1/16	1	1198		articStaccatoBelow								
131	131	639/2	639/2	0.25	9/16	9/16	Chord	2/4	2	1	1/16		1/16	1	1199		articStaccatoBelow								
131	131	1279/4	1279/4	0.25	5/8	5/8	Chord	2/4	2	1	1/16		1/16	1	1200		articStaccatoBelow								
131	131	320	320	0.25	11/16	11/16	Chord	2/4	2	1	1/16		1/16	1	1201		articStaccatoBelow								
131	131	1281/4	1281/4	0.25	3/4	3/4	Chord	2/4	2	1	1/16		1/16	1	1202		articStaccatoBelow								
132	132	1285/4	1285/4	0.0	0	0	Dynamic	2/4	1	1	0					ff									
132	132	1285/4	1285/4	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	1203										
132	132	1289/4	1289/4	0.16666666666666666	1/4	1/4	Chord	2/4	1	2	1/24		1/16	2/3	1204										
132	132	3869/12	3869/12	0.16666666666666666	7/24	7/24	Chord	2/4	1	2	1/24		1/16	2/3	1205										
132	132	3871/12	3871/12	0.16666666666666666	1/3	1/3	Chord	2/4	1	2	1/24		1/16	2/3	1206										
132	132	1291/4	1291/4	0.16666666666666666	3/8	3/8	Chord	2/4	1	2	1/24		1/16	2/3	1207										
132	132	3875/12	3875/12	0.16666666666666666	5/12	5/12	Chord	2/4	1	2	1/24		1/16	2/3	1208										
132	132	3877/12	3877/12	0.16666666666666666	11/24	11/24	Chord	2/4	1	2	1/24		1/16	2/3	1209										
132	132	1285/4	1285/4	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	1210										
133	133	1293/4	1293/4	1.75	0	0	Chord	2/4	1	1	7/16		1/4	7/4	1211										
133	133	325	325	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1212										
133	133	1297/4	1297/4	0.16666666666666666	1/4	1/4	Chord	2/4	1	2	1/24		1/16	2/3	1213										
133	133	3893/12	3893/12	0.16666666666666666	7/24	7/24	Chord	2/4	1	2	1/24		1/16	2/3	1214										
133	133	3895/12	3895/12	0.16666666666666666	1/3	1/3	Chord	2/4	1	2	1/24		1/16	2/3	1215										
133	133	1299/4	1299/4	0.16666666666666666	3/8	3/8	Chord	2/4	1	2	1/24		1/16	2/3	1216										
133	133	3899/12	3899/12	0.16666666666666666	5/12	5/12	Chord	2/4	1	2	1/24		1/16	2/3	1217										
133	133	3901/12	3901/12	0.16666666666666666	11/24	11/24	Chord	2/4	1	2	1/24		1/16	2/3	1218										
133	133	1293/4	1293/4	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	1219										
134	134	1301/4	1301/4	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	1220		articAccentAbove								
134	134	1305/4	1305/4	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	1221		articAccentAbove								
134	134	1303/4	1303/4	0.25	1/8	1/8	Chord	2/4	1	2	1/16		1/16	1	1222										
134	134	326	326	0.25	3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	1223										
134	134	1305/4	1305/4	0.25	1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	1224										
134	134	653/2	653/2	0.25	5/16	5/16	Chord	2/4	1	2	1/16		1/16	1	1225										
134	134	1307/4	1307/4	0.5	3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	1226										
134	134	1301/4	1301/4	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	1227										
135	135	1309/4	1309/4	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	1228		articAccentAbove								
135	135	1313/4	1313/4	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	1229		articAccentAbove								
135	135	1311/4	1311/4	0.25	1/8	1/8	Chord	2/4	1	2	1/16		1/16	1	1230										
135	135	328	328	0.25	3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	1231										
135	135	1313/4	1313/4	0.25	1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	1232										
135	135	657/2	657/2	0.25	5/16	5/16	Chord	2/4	1	2	1/16		1/16	1	1233										
135	135	1315/4	1315/4	0.5	3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	1234										
135	135	1309/4	1309/4	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	1235										
136	136	1317/4	1317/4	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	1236										
136	136	1319/4	1319/4	0.0	1/8	1/8	StaffText	2/4	1	1	0							"<font size=""12""/>slargando"							
136	136	1319/4	1319/4	1.0	1/8	1/8	Chord	2/4	1	1	1/4		1/4	1	1237										
136	136	1323/4	1323/4	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1238										
136	136	1319/4	1319/4	0.25	1/8	1/8	Chord	2/4	1	2	1/16		1/16	1	1239										
136	136	330	330	0.25	3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	1240										
136	136	1321/4	1321/4	0.25	1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	1241										
136	136	661/2	661/2	0.25	5/16	5/16	Chord	2/4	1	2	1/16		1/16	1	1242										
136	136	1323/4	1323/4	0.5	3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	1243										
136	136	1317/4	1317/4	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	1244										
137	137	1325/4	1325/4	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	1245										
137	137	1327/4	1327/4	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1246										
137	137	1329/4	1329/4	0.75	1/4	1/4	Chord	2/4	1	1	3/16		1/8	3/2	1247										
137	137	333	333	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1248										
137	137	1327/4	1327/4	0.25	1/8	1/8	Chord	2/4	1	2	1/16		1/16	1	1249										
137	137	332	332	0.25	3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	1250										
137	137	1329/4	1329/4	0.25	1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	1251										
137	137	665/2	665/2	0.25	5/16	5/16	Chord	2/4	1	2	1/16		1/16	1	1252										
137	137	1331/4	1331/4	0.5	3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	1253										
137	137	1325/4	1325/4	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	1254										
138	138	1333/4	1333/4	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	1255		articAccentAbove								
138	138	334	334	0.25	3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	1256										
138	138	1337/4	1337/4	0.25	1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	1257										
138	138	669/2	669/2	0.25	5/16	5/16	Chord	2/4	1	2	1/16		1/16	1	1258										
138	138	1339/4	1339/4	0.25	3/8	3/8	Chord	2/4	1	2	1/16		1/16	1	1259										
138	138	335	335	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	1260										
138	138	1333/4	1333/4	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	1261										
139	139	1341/4	1341/4	1.75	0	0	Chord	2/4	1	1	7/16		1/4	7/4	1262										
139	139	337	337	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1263										
139	139	336	336	0.25	3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	1264										
139	139	1345/4	1345/4	0.25	1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	1265										
139	139	673/2	673/2	0.25	5/16	5/16	Chord	2/4	1	2	1/16		1/16	1	1266										
139	139	1347/4	1347/4	0.25	3/8	3/8	Chord	2/4	1	2	1/16		1/16	1	1267										
139	139	337	337	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	1268										
140	140	1349/4	1349/4	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	1269										
140	140	338	338	0.0	3/16	3/16	Spanner	2/4	1	1	0									0	0				
140	140	338	338	0.25	3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	1270					0	0				
140	140	1353/4	1353/4	0.25	1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	1271					0	0				
140	140	677/2	677/2	0.25	5/16	5/16	Chord	2/4	1	2	1/16		1/16	1	1272					0	0				
140	140	1355/4	1355/4	0.25	3/8	3/8	Chord	2/4	1	2	1/16		1/16	1	1273					0	0				
140	140	339	339	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	1274					0	0				
140	140	1349/4	1349/4	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1275										
141	141	1357/4	1357/4	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	1276					0	0				
141	141	341	341	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1277					0	0				
141	141	340	340	0.25	3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	1278					0	0				
141	141	1361/4	1361/4	0.25	1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	1279					0	0				
141	141	681/2	681/2	0.25	5/16	5/16	Chord	2/4	1	2	1/16		1/16	1	1280					0	0				
141	141	1363/4	1363/4	0.25	3/8	3/8	Chord	2/4	1	2	1/16		1/16	1	1281					0	0				
141	141	341	341	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	1282					0	0				
141	141	1357/4	1357/4	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1283										
142	142	1365/4	1365/4	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	1284					0	0				
142	142	342	342	0.25	3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	1285					0	0				
142	142	1369/4	1369/4	0.25	1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	1286					0	0				
142	142	685/2	685/2	0.25	5/16	5/16	Chord	2/4	1	2	1/16		1/16	1	1287					0	0				
142	142	1371/4	1371/4	0.25	3/8	3/8	Chord	2/4	1	2	1/16		1/16	1	1288					0	0				
142	142	343	343	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	1289					0	0				
142	142	1365/4	1365/4	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1290										
143	143	1373/4	1373/4	1.75	0	0	Chord	2/4	1	1	7/16		1/4	7/4	1291					0	0				
143	143	345	345	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1292					0	0				
143	143	344	344	0.25	3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	1293					0	0				
143	143	1377/4	1377/4	0.25	1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	1294					0	0				
143	143	689/2	689/2	0.25	5/16	5/16	Chord	2/4	1	2	1/16		1/16	1	1295					0	0				
143	143	1379/4	1379/4	0.25	3/8	3/8	Chord	2/4	1	2	1/16		1/16	1	1296					0	0				
143	143	345	345	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	1297					0	0				
144	144	1381/4	1381/4	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	1298					0	0				
144	144	346	346	0.25	3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	1299					0	0				
144	144	1385/4	1385/4	0.25	1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	1300					0	0				
144	144	693/2	693/2	0.25	5/16	5/16	Chord	2/4	1	2	1/16		1/16	1	1301					0	0				
144	144	1387/4	1387/4	0.25	3/8	3/8	Chord	2/4	1	2	1/16		1/16	1	1302					0	0				
144	144	347	347	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	1303					0	0				
144	144	1381/4	1381/4	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1304										
145	145	1389/4	1389/4	1.75	0	0	Chord	2/4	1	1	7/16		1/4	7/4	1305					0	0				
