mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	TextLine	TextLine_rall.	decrescendo_hairpin	crescendo_line	crescendo_hairpin	Ottava:8va	pedal	Pedal_<sym>keyboardPedalPed</sym>
116	115	510	510	0.5	11/2	11/2	Chord	2/2	1	1	1/8	1/8	1	1664												
116	115	1021/2	1021/2	0.5	45/8	45/8	Chord	2/2	1	1	1/8	1/8	1	1665												
116	115	511	511	0.5	23/4	23/4	Chord	2/2	1	1	1/8	1/8	1	1666												
116	115	1023/2	1023/2	0.5	47/8	47/8	Chord	2/2	1	1	1/8	1/8	1	1667												
116	115	977/2	977/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	1668												
116	115	489	489	0.5	1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	1669												
116	115	979/2	979/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	1670												
116	115	490	490	0.5	1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	1671												
116	115	981/2	981/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	1672												
116	115	491	491	0.5	3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	1673												
116	115	983/2	983/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	1674												
116	115	492	492	0.5	1	1	Chord	2/2	2	1	1/8	1/8	1	1675												
116	115	985/2	985/2	0.5	9/8	9/8	Chord	2/2	2	1	1/8	1/8	1	1676												
116	115	493	493	0.5	5/4	5/4	Chord	2/2	2	1	1/8	1/8	1	1677												
116	115	987/2	987/2	0.5	11/8	11/8	Chord	2/2	2	1	1/8	1/8	1	1678												
116	115	494	494	0.5	3/2	3/2	Chord	2/2	2	1	1/8	1/8	1	1679												
116	115	989/2	989/2	0.5	13/8	13/8	Chord	2/2	2	1	1/8	1/8	1	1680												
116	115	495	495	0.5	7/4	7/4	Chord	2/2	2	1	1/8	1/8	1	1681												
116	115	991/2	991/2	0.5	15/8	15/8	Chord	2/2	2	1	1/8	1/8	1	1682												
116	115	496	496	0.5	2	2	Chord	2/2	2	1	1/8	1/8	1	1683												
116	115	993/2	993/2	0.5	17/8	17/8	Chord	2/2	2	1	1/8	1/8	1	1684												
116	115	497	497	0.5	9/4	9/4	Chord	2/2	2	1	1/8	1/8	1	1685												
116	115	995/2	995/2	0.5	19/8	19/8	Chord	2/2	2	1	1/8	1/8	1	1686												
116	115	498	498	0.5	5/2	5/2	Chord	2/2	2	1	1/8	1/8	1	1687												
116	115	997/2	997/2	0.5	21/8	21/8	Chord	2/2	2	1	1/8	1/8	1	1688												
116	115	499	499	0.5	11/4	11/4	Chord	2/2	2	1	1/8	1/8	1	1689												
116	115	999/2	999/2	0.5	23/8	23/8	Chord	2/2	2	1	1/8	1/8	1	1690												
116	115	500	500	0.5	3	3	Chord	2/2	2	1	1/8	1/8	1	1691												
116	115	1001/2	1001/2	0.5	25/8	25/8	Chord	2/2	2	1	1/8	1/8	1	1692												
116	115	501	501	0.5	13/4	13/4	Chord	2/2	2	1	1/8	1/8	1	1693												
116	115	1003/2	1003/2	0.5	27/8	27/8	Chord	2/2	2	1	1/8	1/8	1	1694												
116	115	502	502	0.5	7/2	7/2	Chord	2/2	2	1	1/8	1/8	1	1695												
116	115	1005/2	1005/2	0.5	29/8	29/8	Chord	2/2	2	1	1/8	1/8	1	1696												
116	115	503	503	0.5	15/4	15/4	Chord	2/2	2	1	1/8	1/8	1	1697												
116	115	1007/2	1007/2	0.5	31/8	31/8	Chord	2/2	2	1	1/8	1/8	1	1698												
116	115	504	504	0.5	4	4	Chord	2/2	2	1	1/8	1/8	1	1699												
116	115	1009/2	1009/2	0.5	33/8	33/8	Chord	2/2	2	1	1/8	1/8	1	1700												
116	115	505	505	0.5	17/4	17/4	Chord	2/2	2	1	1/8	1/8	1	1701												
116	115	1011/2	1011/2	0.5	35/8	35/8	Chord	2/2	2	1	1/8	1/8	1	1702												
116	115	506	506	0.5	9/2	9/2	Chord	2/2	2	1	1/8	1/8	1	1703												
116	115	1013/2	1013/2	0.5	37/8	37/8	Chord	2/2	2	1	1/8	1/8	1	1704												
116	115	507	507	0.5	19/4	19/4	Chord	2/2	2	1	1/8	1/8	1	1705												
116	115	1015/2	1015/2	0.5	39/8	39/8	Chord	2/2	2	1	1/8	1/8	1	1706												
116	115	508	508	0.5	5	5	Chord	2/2	2	1	1/8	1/8	1	1707												
116	115	1017/2	1017/2	0.5	41/8	41/8	Chord	2/2	2	1	1/8	1/8	1	1708												
116	115	509	509	0.5	21/4	21/4	Chord	2/2	2	1	1/8	1/8	1	1709												
116	115	1019/2	1019/2	0.5	43/8	43/8	Chord	2/2	2	1	1/8	1/8	1	1710												
116	115	510	510	0.5	11/2	11/2	Chord	2/2	2	1	1/8	1/8	1	1711												
116	115	1021/2	1021/2	0.5	45/8	45/8	Chord	2/2	2	1	1/8	1/8	1	1712												
116	115	511	511	0.5	23/4	23/4	Chord	2/2	2	1	1/8	1/8	1	1713												
116	115	1023/2	1023/2	0.5	47/8	47/8	Chord	2/2	2	1	1/8	1/8	1	1714												
117	115	512	512	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	1715												
117	115	1025/2	1025/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	1716												
117	115	513	513	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	1717												
117	115	1027/2	1027/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	1718												
117	115	514	514	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	1719												
117	115	1029/2	1029/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	1720												
117	115	515	515	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	1721												
117	115	1031/2	1031/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	1722												
117	115	516	516	1.0	1	1	Chord	2/2	1	1	1/4	1/4	1	1723												
117	115	517	517	1.0	5/4	5/4	Chord	2/2	1	1	1/4	1/4	1	1724		articAccentBelow										
117	115	518	518	1.0	3/2	3/2	Chord	2/2	1	1	1/4	1/4	1	1725		articAccentBelow										
117	115	519	519	1.0	7/4	7/4	Chord	2/2	1	1	1/4	1/4	1	1726		articAccentBelow										
117	115	520	520	1.0	2	2	Chord	2/2	1	1	1/4	1/4	1	1727		articAccentBelow		72								
117	115	521	521	1.0	9/4	9/4	Chord	2/2	1	1	1/4	1/4	1	1728		articStaccatissimoBelow										
117	115	523	523	1.0	11/4	11/4	Chord	2/2	1	1	1/4	1/4	1	1729												
117	115	512	512	0.5	0	0	Chord	2/2	2	1	1/8	1/8	1	1730												
117	115	1025/2	1025/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	1731												
117	115	513	513	0.5	1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	1732												
117	115	1027/2	1027/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	1733												
117	115	514	514	0.5	1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	1734												
117	115	1029/2	1029/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	1735												
117	115	515	515	0.5	3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	1736												
117	115	1031/2	1031/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	1737												
117	115	516	516	1.0	1	1	Chord	2/2	2	1	1/4	1/4	1	1738												
117	115	517	517	1.0	5/4	5/4	Chord	2/2	2	1	1/4	1/4	1	1739		articAccentBelow										
117	115	518	518	1.0	3/2	3/2	Chord	2/2	2	1	1/4	1/4	1	1740		articAccentBelow										
117	115	519	519	1.0	7/4	7/4	Chord	2/2	2	1	1/4	1/4	1	1741		articAccentBelow										
117	115	520	520	1.0	2	2	Chord	2/2	2	1	1/4	1/4	1	1742		articAccentBelow		73								
117	115	521	521	1.0	9/4	9/4	Chord	2/2	2	1	1/4	1/4	1	1743		articStaccatissimoBelow										
118	116	524	524	0.0	0	0	Dynamic	2/2	1	1	0				ff											
118	116	524	524	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	1744		articAccentAbove		74								
118	116	526	526	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	1745		articStaccatissimoBelow										
118	116	1055/2	1055/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	1746												
118	116	1049/2	1049/2	0.0	1/8	1/8	Spanner	2/2	2	1	0												58			
118	116	1049/2	1049/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	1747									58			
118	116	525	525	0.5	1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	1748									58			
118	116	1051/2	1051/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	1749									58			
118	116	526	526	0.5	1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	1750									58			
118	116	1053/2	1053/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	1751									58			
118	116	527	527	0.5	3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	1752									58			
118	116	1055/2	1055/2	0.0	7/8	7/8	Spanner	2/2	2	1	0															
119	117	528	528	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	1753		articStaccatissimoBelow										
119	117	529	529	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	1754		articStaccatissimoBelow										
119	117	1063/2	1063/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	1755												
119	117	1057/2	1057/2	0.0	1/8	1/8	Spanner	2/2	2	1	0												59			
119	117	1057/2	1057/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	1756									59			
119	117	529	529	0.5	1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	1757									59			
119	117	1059/2	1059/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	1758									59			
119	117	530	530	0.5	1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	1759									59			
119	117	1061/2	1061/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	1760									59			
119	117	531	531	0.5	3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	1761									59			
119	117	1063/2	1063/2	0.0	7/8	7/8	Spanner	2/2	2	1	0															
120	118	532	532	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	1762		articAccentAbove		75								
120	118	534	534	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	1763		articStaccatissimoAbove										
120	118	1071/2	1071/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	1764												
120	118	1065/2	1065/2	0.0	1/8	1/8	Spanner	2/2	2	1	0												60			
120	118	1065/2	1065/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	1765									60			
120	118	533	533	0.5	1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	1766									60			
120	118	1067/2	1067/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	1767									60			
120	118	534	534	0.5	1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	1768									60			
120	118	1069/2	1069/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	1769									60			
120	118	535	535	0.5	3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	1770									60			
120	118	1071/2	1071/2	0.0	7/8	7/8	Spanner	2/2	2	1	0															
121	119	536	536	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	1771		articStaccatissimoBelow										
121	119	537	537	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	1772		articStaccatissimoBelow										
121	119	1079/2	1079/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	1773												
121	119	1073/2	1073/2	0.0	1/8	1/8	Spanner	2/2	2	1	0												61			
121	119	1073/2	1073/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	1774									61			
121	119	537	537	0.5	1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	1775									61			
121	119	1075/2	1075/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	1776									61			
121	119	538	538	0.5	1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	1777									61			
121	119	1077/2	1077/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	1778									61			
121	119	539	539	0.5	3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	1779									61			
121	119	1079/2	1079/2	0.0	7/8	7/8	Spanner	2/2	2	1	0															
122	120	540	540	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	1780		articAccentBelow										
122	120	542	542	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	1781												
122	120	543	543	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	1782												
122	120	1081/2	1081/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	1783												
122	120	541	541	0.5	1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	1784												
122	120	1083/2	1083/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	1785												
122	120	542	542	0.5	1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	1786												
122	120	1085/2	1085/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	1787												
122	120	543	543	0.5	3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	1788												
123	121	544	544	0.0	0	0	Spanner	2/2	1	1	0												62			
123	121	544	544	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	1789									62			
123	121	545	545	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	1790									62			
123	121	546	546	1.5	1/2	1/2	Chord	2/2	1	1	3/8	1/4	3/2	1791									62			
123	121	1095/2	1095/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	1792									62			
123	121	1089/2	1089/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	1793												
123	121	545	545	0.5	1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	1794												
123	121	1091/2	1091/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	1795												
123	121	546	546	0.5	1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	1796												
123	121	1093/2	1093/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	1797												
123	121	547	547	0.5	3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	1798												
124	122	548	548	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	1799									62			
124	122	549	549	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	1800									62			
124	122	550	550	0.0	1/2	1/2	Spanner	2/2	1	1	0															
124	122	550	550	1.5	1/2	1/2	Chord	2/2	1	1	3/8	1/4	3/2	1801		articAccentAbove										
124	122	1103/2	1103/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	1802												
124	122	1097/2	1097/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	1803												
124	122	549	549	0.5	1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	1804												
124	122	1099/2	1099/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	1805												
124	122	550	550	0.5	1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	1806												
124	122	1101/2	1101/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	1807												
124	122	551	551	0.5	3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	1808												
125	123	552	552	0.0	0	0	StaffText	2/2	1	1	0						"<font size=""12""/>rinforz."									
125	123	552	552	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	1809		articMarcatoAbove										
125	123	1105/2	1105/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	1810												
125	123	553	553	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	1811												
125	123	1107/2	1107/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	1812												
125	123	554	554	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	1813												
125	123	1109/2	1109/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	1814												
125	123	555	555	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	1815												
125	123	1111/2	1111/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	1816												
125	123	553	553	2.0	1/4	1/4	Chord	2/2	2	1	1/2	1/2	1	1817		articAccentBelow										
125	123	555	555	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	1818		articAccentBelow										
126	124	556	556	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	1819												
126	124	1113/2	1113/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	1820												
126	124	557	557	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	1821												
126	124	1115/2	1115/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	1822												
126	124	558	558	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	1823												
126	124	1117/2	1117/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	1824												
126	124	559	559	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	1825												
126	124	1119/2	1119/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	1826												
126	124	556	556	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	1827												
126	124	557	557	1.0	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	1828		articAccentBelow										
126	124	558	558	1.0	1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	1829		articAccentBelow										
126	124	559	559	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	1830		articAccentBelow										
127	125	560	560	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	1831												
127	125	1121/2	1121/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	1832												
127	125	561	561	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	1833												
127	125	1123/2	1123/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	1834												
127	125	562	562	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	1835												
127	125	1125/2	1125/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	1836												
127	125	1127/2	1127/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	1837												
127	125	560	560	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	1838		articAccentBelow										
127	125	561	561	1.0	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	1839		articAccentBelow										
127	125	562	562	1.0	1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	1840		articAccentBelow										
128	126	564	564	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	1841		articAccentBelow		76								
128	126	566	566	1.5	1/2	1/2	Chord	2/2	1	1	3/8	1/4	3/2	1842												
128	126	1135/2	1135/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	1843												
128	126	1129/2	1129/2	0.0	1/8	1/8	StaffText	2/2	2	1	0						"<font size=""12""/><i>con ped.</i>"									
128	126	1129/2	1129/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	1844				77								
128	126	565	565	0.5	1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	1845				77								
128	126	1131/2	1131/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	1846				77								
128	126	566	566	0.5	1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	1847				77								
128	126	1133/2	1133/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	1848				77								
128	126	567	567	0.5	3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	1849												
129	127	568	568	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	1850		articStaccatoAbove										
129	127	569	569	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	1851		articStaccatoAbove										
129	127	1143/2	1143/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	1852												
129	127	1137/2	1137/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	1853				78								
129	127	569	569	0.5	1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	1854				78								
129	127	1139/2	1139/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	1855				78								
129	127	570	570	0.5	1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	1856				78								
129	127	1141/2	1141/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	1857				78								
129	127	571	571	0.5	3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	1858												
130	128	572	572	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	1859		articAccentBelow		79								
130	128	574	574	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	1860												
130	128	1151/2	1151/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	1861												
130	128	1145/2	1145/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	1862				80								
130	128	573	573	0.5	1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	1863				80								
130	128	1147/2	1147/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	1864				80								
130	128	574	574	0.5	1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	1865				80								
130	128	1149/2	1149/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	1866				80								
130	128	575	575	0.5	3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	1867												
131	129	576	576	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	1868		articStaccatoAbove										
131	129	577	577	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	1869		articStaccatoAbove										
131	129	1159/2	1159/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	1870												
131	129	1153/2	1153/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	1871				81								
131	129	577	577	0.5	1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	1872				81								
131	129	1155/2	1155/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	1873				81								
131	129	578	578	0.5	1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	1874				81								
131	129	1157/2	1157/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	1875				81								
131	129	579	579	0.5	3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	1876												
132	130	580	580	0.0	0	0	StaffText	2/2	1	1	0						poco a poco dim.									
132	130	580	580	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	1877		articAccentAbove		82								
132	130	582	582	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	1878				82								
132	130	583	583	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	1879				82								
132	130	580	580	4.0	0	0	Chord	2/2	1	2	1	1	1	1880												
132	130	1161/2	1161/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	1881				83								
132	130	581	581	0.5	1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	1882				83								
132	130	1163/2	1163/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	1883				83								
132	130	582	582	0.5	1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	1884				83								
132	130	1165/2	1165/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	1885				83								
132	130	583	583	0.5	3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	1886												
133	131	584	584	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	1887				82								
133	131	585	585	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	1888				82								
133	131	586	586	1.5	1/2	1/2	Chord	2/2	1	1	3/8	1/4	3/2	1889				82								
133	131	1175/2	1175/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	1890				82								
133	131	584	584	2.0	0	0	Chord	2/2	1	2	1/2	1/2	1	1891												
133	131	586	586	1.5	1/2	1/2	Chord	2/2	1	2	3/8	1/4	3/2	1892												
133	131	1169/2	1169/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	1893				84								
133	131	585	585	0.5	1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	1894				84								
133	131	1171/2	1171/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	1895				84								
133	131	586	586	0.5	1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	1896				84								
133	131	1173/2	1173/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	1897				84								
133	131	587	587	0.5	3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	1898												
134	132	588	588	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	1899				82								
134	132	589	589	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	1900				82								
134	132	590	590	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	1901				82								
134	132	591	591	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	1902												
134	132	588	588	2.0	0	0	Chord	2/2	1	2	1/2	1/2	1	1903												
134	132	590	590	2.0	1/2	1/2	Chord	2/2	1	2	1/2	1/2	1	1904												
134	132	1177/2	1177/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	1905				85								
134	132	589	589	0.5	1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	1906				85								
134	132	1179/2	1179/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	1907				85								
134	132	590	590	0.5	1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	1908				85								
134	132	1181/2	1181/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	1909				85								
134	132	591	591	0.5	3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	1910												
135	133	592	592	0.0	0	0	Spanner	2/2	1	1	0										0					
135	133	592	592	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	1911				86			0					
135	133	1185/2	1185/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	1912				86			0					
135	133	593	593	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	1913				86			0					
135	133	1187/2	1187/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	1914				86			0					
135	133	594	594	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	1915				86			0					
135	133	1189/2	1189/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	1916				86			0					
135	133	595	595	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	1917				86			0					
135	133	1191/2	1191/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	1918				86			0					
135	133	593	593	2.0	1/4	1/4	Chord	2/2	2	1	1/2	1/2	1	1919												
135	133	595	595	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	1920												
136	134	596	596	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	1921				86			0					
136	134	1193/2	1193/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	1922				86			0					
136	134	597	597	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	1923				86			0					
136	134	1195/2	1195/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	1924				86			0					
136	134	598	598	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	1925				86			0					
136	134	1197/2	1197/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	1926				86			0					
136	134	599	599	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	1927				86			0					
