mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	decrescendo_hairpin	crescendo_line	HairPin:2_poco a poco cresc.	HairPin:2_poco cresc.	crescendo_hairpin	diminuendo_line	HairPin:3_sempre dim.	Ottava:8va	pedal	Pedal_<sym>keyboardPedalPed</sym>
48	48	285/2	285/2	0.75	3/8	3/8	Chord	6/8	2	1	3/16		1/8	3/2	246														
49	49	144	144	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	247														
49	49	289/2	289/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	248														
49	49	145	145	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	249														
49	49	291/2	291/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	250														
49	49	146	146	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	251														
49	49	293/2	293/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	252														
49	49	291/2	291/2	0.75	3/8	3/8	Chord	6/8	2	1	3/16		1/8	3/2	253														
50	50	147	147	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	254														
50	50	295/2	295/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	255														
50	50	148	148	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	256														
50	50	297/2	297/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	257														
50	50	149	149	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	258														
50	50	299/2	299/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	259														
50	50	297/2	297/2	0.75	3/8	3/8	Chord	6/8	2	1	3/16		1/8	3/2	260														
51	51	150	150	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	261														
51	51	301/2	301/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	262														
51	51	151	151	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	263														
51	51	303/2	303/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	264														
51	51	152	152	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	265														
51	51	305/2	305/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	266														
51	51	303/2	303/2	0.75	3/8	3/8	Chord	6/8	2	1	3/16		1/8	3/2	267														
52	52	153	153	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	268														
52	52	307/2	307/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	269														
52	52	154	154	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	270														
52	52	309/2	309/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	271														
52	52	155	155	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	272														
52	52	311/2	311/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	273														
52	52	309/2	309/2	0.75	3/8	3/8	Chord	6/8	2	1	3/16		1/8	3/2	274														
53	53	156	156	0.0	0	0	Spanner	6/8	1	1	0													2					
53	53	156	156	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	275									2					
53	53	313/2	313/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	276									2					
53	53	157	157	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	277									2					
53	53	315/2	315/2	0.0	3/8	3/8	Spanner	6/8	1	1	0																		
53	53	315/2	315/2	0.75	3/8	3/8	Chord	6/8	1	1	3/16		1/8	3/2	278														
53	53	156	156	0.75	0	0	Chord	6/8	2	1	3/16		1/8	3/2	279														
53	53	315/2	315/2	0.75	3/8	3/8	Chord	6/8	2	1	3/16		1/8	3/2	280														
54	54	159	159	0.0	0	0	Spanner	6/8	1	1	0																1		
54	54	159	159	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	281												1		
54	54	319/2	319/2	0.0	1/8	1/8	StaffText	6/8	1	1	0							<i>(non legato)</i>									1		
54	54	319/2	319/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	282												1		
54	54	160	160	0.0	1/4	1/4	Spanner	6/8	1	1	0										1						1		
54	54	160	160	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	283						1						1		
54	54	321/2	321/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	284						1						1		
54	54	161	161	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	285						1						1		
54	54	323/2	323/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	286						1						1		
54	54	159	159	0.0	0	0	Spanner	6/8	2	1	0																	4	4
54	54	159	159	0.75	0	0	Chord	6/8	2	1	3/16		1/8	3/2	287													4	4
54	54	321/2	321/2	0.75	3/8	3/8	Chord	6/8	2	1	3/16		1/8	3/2	288													4	4
55	55	162	162	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	289						1						1		
55	55	325/2	325/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	290						1						1		
55	55	163	163	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	291						1						1		
55	55	327/2	327/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	292						1						1		
55	55	164	164	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	293						1						1		
55	55	329/2	329/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	294						1						1		
55	55	162	162	0.0	0	0	Spanner	6/8	2	1	0																		
55	55	162	162	0.0	0	0	Spanner	6/8	2	1	0																	5	5
55	55	162	162	0.75	0	0	Chord	6/8	2	1	3/16		1/8	3/2	295													5	5
55	55	327/2	327/2	0.75	3/8	3/8	Chord	6/8	2	1	3/16		1/8	3/2	296													5	5
56	56	165	165	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	297						1						1		
56	56	331/2	331/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	298						1						1		
56	56	166	166	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	299						1						1		
56	56	333/2	333/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	300						1						1		
56	56	167	167	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	301						1						1		
56	56	335/2	335/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	302						1						1		
56	56	165	165	0.0	0	0	Spanner	6/8	2	1	0																		
56	56	165	165	0.0	0	0	Spanner	6/8	2	1	0																	6	6
56	56	165	165	0.75	0	0	Chord	6/8	2	1	3/16		1/8	3/2	303													6	6
56	56	333/2	333/2	0.75	3/8	3/8	Chord	6/8	2	1	3/16		1/8	3/2	304													6	6
57	57	168	168	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	305						1						1		
57	57	337/2	337/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	306						1						1		
57	57	169	169	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	307						1						1		
57	57	339/2	339/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	308						1						1		
57	57	170	170	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	309						1						1		
57	57	341/2	341/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	310						1						1		
57	57	168	168	0.0	0	0	Spanner	6/8	2	1	0																		
57	57	168	168	0.0	0	0	Spanner	6/8	2	1	0																	7	7
57	57	168	168	0.75	0	0	Chord	6/8	2	1	3/16		1/8	3/2	311													7	7
57	57	339/2	339/2	0.75	3/8	3/8	Chord	6/8	2	1	3/16		1/8	3/2	312													7	7
58	58	171	171	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	313						1						1		
58	58	343/2	343/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	314						1						1		
58	58	172	172	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	315						1						1		
58	58	345/2	345/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	316						1						1		
58	58	173	173	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	317						1						1		
58	58	347/2	347/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	318						1						1		
58	58	171	171	0.0	0	0	Spanner	6/8	2	1	0																		
58	58	171	171	0.0	0	0	Spanner	6/8	2	1	0																	8	8
58	58	171	171	0.75	0	0	Chord	6/8	2	1	3/16		1/8	3/2	319													8	8
58	58	345/2	345/2	0.75	3/8	3/8	Chord	6/8	2	1	3/16		1/8	3/2	320													8	8
59	59	174	174	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	321						1						1		
59	59	349/2	349/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	322						1						1		
59	59	175	175	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	323						1						1		
59	59	351/2	351/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	324						1						1		
59	59	176	176	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	325						1						1		
59	59	353/2	353/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	326						1						1		
59	59	174	174	0.0	0	0	Spanner	6/8	2	1	0																		
59	59	174	174	0.0	0	0	Spanner	6/8	2	1	0																	9	9
59	59	174	174	0.75	0	0	Chord	6/8	2	1	3/16		1/8	3/2	327													9	9
59	59	351/2	351/2	0.75	3/8	3/8	Chord	6/8	2	1	3/16		1/8	3/2	328													9	9
60	60	177	177	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	329						1						1		
60	60	355/2	355/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	330						1						1		
60	60	178	178	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	331						1						1		
60	60	357/2	357/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	332						1						1		
60	60	179	179	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	333						1						1		
60	60	359/2	359/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	334						1						1		
60	60	177	177	0.0	0	0	Spanner	6/8	2	1	0																		
60	60	177	177	0.0	0	0	Spanner	6/8	2	1	0																	10	10
60	60	177	177	0.75	0	0	Chord	6/8	2	1	3/16		1/8	3/2	335													10	10
60	60	357/2	357/2	0.75	3/8	3/8	Chord	6/8	2	1	3/16		1/8	3/2	336													10	10
61	61	180	180	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	337						1						1		
61	61	361/2	361/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	338						1						1		
61	61	181	181	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	339						1						1		
61	61	363/2	363/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	340						1						1		
61	61	182	182	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	341						1						1		
61	61	365/2	365/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	342						1						1		
61	61	180	180	0.0	0	0	Spanner	6/8	2	1	0																		
61	61	180	180	0.0	0	0	Spanner	6/8	2	1	0																	11	11
61	61	180	180	0.75	0	0	Chord	6/8	2	1	3/16		1/8	3/2	343													11	11
61	61	363/2	363/2	0.75	3/8	3/8	Chord	6/8	2	1	3/16		1/8	3/2	344													11	11
62	62	183	183	0.0	0	0	Dynamic	6/8	1	1	0					other-dynamics											1		
62	62	183	183	0.0	0	0	StaffText	6/8	1	1	0							<i>accelerando</i>									1		
62	62	183	183	0.0	0	0	Spanner	6/8	1	1	0																1		
62	62	183	183	0.75	0	0	Chord	6/8	1	1	3/16		1/8	3/2	345												1		
62	62	735/4	735/4	0.75	3/16	3/16	Chord	6/8	1	1	3/16		1/8	3/2	346												1		
62	62	369/2	369/2	0.75	3/8	3/8	Chord	6/8	1	1	3/16		1/8	3/2	347												1		
62	62	741/4	741/4	0.75	9/16	9/16	Chord	6/8	1	1	3/16		1/8	3/2	348												1		
62	62	183	183	0.0	0	0	StaffText	6/8	2	1	0							<i>martellato</i>											
62	62	183	183	0.0	0	0	Spanner	6/8	2	1	0																		
63	63	186	186	0.75	0	0	Chord	6/8	1	1	3/16		1/8	3/2	349												1		
63	63	747/4	747/4	0.75	3/16	3/16	Chord	6/8	1	1	3/16		1/8	3/2	350												1		
63	63	375/2	375/2	0.75	3/8	3/8	Chord	6/8	1	1	3/16		1/8	3/2	351												1		
63	63	753/4	753/4	0.75	9/16	9/16	Chord	6/8	1	1	3/16		1/8	3/2	352												1		
64	64	189	189	0.0	0	0	Spanner	6/8	1	1	0																		
64	64	189	189	0.75	0	0	Chord	6/8	1	1	3/16		1/8	3/2	353		articAccentAbove												
64	64	759/4	759/4	0.75	3/16	3/16	Chord	6/8	1	1	3/16		1/8	3/2	354														
64	64	381/2	381/2	0.75	3/8	3/8	Chord	6/8	1	1	3/16		1/8	3/2	355														
64	64	765/4	765/4	0.75	9/16	9/16	Chord	6/8	1	1	3/16		1/8	3/2	356														
65	65	192	192	0.75	0	0	Chord	6/8	1	1	3/16		1/8	3/2	357														
65	65	771/4	771/4	0.75	3/16	3/16	Chord	6/8	1	1	3/16		1/8	3/2	358														
65	65	387/2	387/2	0.75	3/8	3/8	Chord	6/8	1	1	3/16		1/8	3/2	359														
65	65	777/4	777/4	0.75	9/16	9/16	Chord	6/8	1	1	3/16		1/8	3/2	360														
66	66	195	195	0.75	0	0	Chord	6/8	1	1	3/16		1/8	3/2	361		articAccentAbove												
66	66	783/4	783/4	0.75	3/16	3/16	Chord	6/8	1	1	3/16		1/8	3/2	362														
66	66	393/2	393/2	0.75	3/8	3/8	Chord	6/8	1	1	3/16		1/8	3/2	363														
66	66	789/4	789/4	0.75	9/16	9/16	Chord	6/8	1	1	3/16		1/8	3/2	364														
66	66	195	195	0.0	0	0	Spanner	6/8	2	1	0																	12	12
67	67	198	198	0.75	0	0	Chord	6/8	1	1	3/16		1/8	3/2	365														
67	67	795/4	795/4	0.75	3/16	3/16	Chord	6/8	1	1	3/16		1/8	3/2	366														
67	67	399/2	399/2	0.75	3/8	3/8	Chord	6/8	1	1	3/16		1/8	3/2	367														
67	67	801/4	801/4	0.75	9/16	9/16	Chord	6/8	1	1	3/16		1/8	3/2	368														
68	68	201	201	0.75	0	0	Chord	6/8	1	1	3/16		1/8	3/2	369		articAccentAbove												
68	68	807/4	807/4	0.75	3/16	3/16	Chord	6/8	1	1	3/16		1/8	3/2	370														
68	68	405/2	405/2	0.75	3/8	3/8	Chord	6/8	1	1	3/16		1/8	3/2	371														
68	68	813/4	813/4	0.75	9/16	9/16	Chord	6/8	1	1	3/16		1/8	3/2	372														
69	69	204	204	0.75	0	0	Chord	6/8	1	1	3/16		1/8	3/2	373														
69	69	819/4	819/4	0.75	3/16	3/16	Chord	6/8	1	1	3/16		1/8	3/2	374														
69	69	411/2	411/2	0.75	3/8	3/8	Chord	6/8	1	1	3/16		1/8	3/2	375														
69	69	825/4	825/4	0.75	9/16	9/16	Chord	6/8	1	1	3/16		1/8	3/2	376														
70	70	207	207	0.75	0	0	Chord	6/8	1	1	3/16		1/8	3/2	377		articAccentAbove												
70	70	831/4	831/4	0.75	3/16	3/16	Chord	6/8	1	1	3/16		1/8	3/2	378														
70	70	417/2	417/2	0.75	3/8	3/8	Chord	6/8	1	1	3/16		1/8	3/2	379														
70	70	837/4	837/4	0.75	9/16	9/16	Chord	6/8	1	1	3/16		1/8	3/2	380														
71	71	210	210	0.75	0	0	Chord	6/8	1	1	3/16		1/8	3/2	381														
71	71	843/4	843/4	0.75	3/16	3/16	Chord	6/8	1	1	3/16		1/8	3/2	382														
71	71	423/2	423/2	0.75	3/8	3/8	Chord	6/8	1	1	3/16		1/8	3/2	383														
71	71	849/4	849/4	0.75	9/16	9/16	Chord	6/8	1	1	3/16		1/8	3/2	384														
72	72	213	213	0.0	0	0	Spanner	6/8	1	1	0													3					
72	72	213	213	0.75	0	0	Chord	6/8	1	1	3/16		1/8	3/2	385									3					
72	72	855/4	855/4	0.75	3/16	3/16	Chord	6/8	1	1	3/16		1/8	3/2	386									3					
72	72	429/2	429/2	0.75	3/8	3/8	Chord	6/8	1	1	3/16		1/8	3/2	387									3					
72	72	861/4	861/4	0.75	9/16	9/16	Chord	6/8	1	1	3/16		1/8	3/2	388									3					
73	73	216	216	0.75	0	0	Chord	6/8	1	1	3/16		1/8	3/2	389									3					
73	73	867/4	867/4	0.75	3/16	3/16	Chord	6/8	1	1	3/16		1/8	3/2	390									3					
73	73	435/2	435/2	0.75	3/8	3/8	Chord	6/8	1	1	3/16		1/8	3/2	391									3					
73	73	873/4	873/4	0.75	9/16	9/16	Chord	6/8	1	1	3/16		1/8	3/2	392									3					
74	74	219	219	0.0	0	0	Dynamic	6/8	1	1	0					ff													
74	74	219	219	0.0	0	0	StaffText	6/8	1	1	0							<i>un poco meno Presto ma sempre con molto brio</i>											
74	74	219	219	0.0	0	0	Spanner	6/8	1	1	0																		
74	74	219	219	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	393														
74	74	220	220	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	394														
74	74	441/2	441/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	395														
74	74	443/2	443/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	396														
74	74	219	219	0.0	0	0	Spanner	6/8	2	1	0																		
74	74	219	219	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	397														
74	74	220	220	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	398														
74	74	441/2	441/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	399														
74	74	443/2	443/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	400														
75	75	222	222	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	401														
75	75	223	223	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	402														
75	75	447/2	447/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	403														
75	75	449/2	449/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	404														
75	75	222	222	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	405														
75	75	223	223	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	406														
75	75	447/2	447/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	407														
75	75	449/2	449/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	408														
76	76	225	225	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	409														
76	76	453/2	453/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	410														
76	76	455/2	455/2	0.0	5/8	5/8	Dynamic	6/8	1	1	0					p													
76	76	455/2	455/2	0.0	5/8	5/8	Spanner	6/8	1	1	0																2		
76	76	455/2	455/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	411												2		
76	76	911/4	911/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	412												2		
76	76	225	225	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	413														
76	76	453/2	453/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	414														
76	76	455/2	455/2	0.0	5/8	5/8	Spanner	6/8	2	1	0																	13	13
77	77	228	228	0.25	0	0	Chord	6/8	1	1	1/16		1/16	1	415				23								2		
77	77	913/4	913/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	416				23								2		
77	77	457/2	457/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	417				23								2		
77	77	915/4	915/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	418				23								2		
77	77	229	229	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	419				23								2		
77	77	917/4	917/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	420				23								2		
77	77	459/2	459/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	421		articStaccatissimoBelow										2		
77	77	461/2	461/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	422												2		
77	77	923/4	923/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	423												2		
77	77	228	228	0.375	0	0	Chord	6/8	2	1	3/32		1/16	3/2	424				24									13	13
77	77	1827/8	1827/8	0.375	3/32	3/32	Chord	6/8	2	1	3/32		1/16	3/2	425				24									13	13
77	77	915/4	915/4	0.375	3/16	3/16	Chord	6/8	2	1	3/32		1/16	3/2	426				24									13	13
77	77	1833/8	1833/8	0.375	9/32	9/32	Chord	6/8	2	1	3/32		1/16	3/2	427				24									13	13
77	77	459/2	459/2	0.75	3/8	3/8	Chord	6/8	2	1	3/16		1/8	3/2	428		articStaccatissimoAbove											13	13
78	78	231	231	0.25	0	0	Chord	6/8	1	1	1/16		1/16	1	429				25								2		
78	78	925/4	925/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	430				25								2		
78	78	463/2	463/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	431				25								2		
78	78	927/4	927/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	432				25								2		
78	78	232	232	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	433				25								2		
78	78	929/4	929/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	434				25								2		
78	78	465/2	465/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	435		articStaccatissimoBelow										2		
78	78	467/2	467/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	436												2		
78	78	935/4	935/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	437												2		
78	78	231	231	0.375	0	0	Chord	6/8	2	1	3/32		1/16	3/2	438				26									13	13
78	78	1851/8	1851/8	0.375	3/32	3/32	Chord	6/8	2	1	3/32		1/16	3/2	439				26									13	13
78	78	927/4	927/4	0.375	3/16	3/16	Chord	6/8	2	1	3/32		1/16	3/2	440				26									13	13
78	78	1857/8	1857/8	0.375	9/32	9/32	Chord	6/8	2	1	3/32		1/16	3/2	441				26									13	13
78	78	465/2	465/2	0.75	3/8	3/8	Chord	6/8	2	1	3/16		1/8	3/2	442		articStaccatissimoAbove											13	13
79	79	234	234	0.25	0	0	Chord	6/8	1	1	1/16		1/16	1	443				27								2		
79	79	937/4	937/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	444				27								2		
79	79	469/2	469/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	445				27								2		
79	79	939/4	939/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	446				27								2		
79	79	235	235	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	447				27								2		
79	79	941/4	941/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	448				27								2		
79	79	471/2	471/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	449		articStaccatissimoBelow										2		
79	79	236	236	0.0	1/2	1/2	Spanner	6/8	1	1	0																		
79	79	473/2	473/2	0.0	5/8	5/8	Dynamic	6/8	1	1	0					ff													
79	79	473/2	473/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	450														
79	79	234	234	0.375	0	0	Chord	6/8	2	1	3/32		1/16	3/2	451				28									13	13
79	79	1875/8	1875/8	0.375	3/32	3/32	Chord	6/8	2	1	3/32		1/16	3/2	452				28									13	13
79	79	939/4	939/4	0.375	3/16	3/16	Chord	6/8	2	1	3/32		1/16	3/2	453				28									13	13
79	79	1881/8	1881/8	0.375	9/32	9/32	Chord	6/8	2	1	3/32		1/16	3/2	454				28									13	13
79	79	471/2	471/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	455		articStaccatissimoAbove											13	13
79	79	473/2	473/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	456													13	13
80	80	237	237	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	457														
80	80	238	238	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	458														
80	80	477/2	477/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	459														
80	80	479/2	479/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	460														
80	80	237	237	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	461													13	13
80	80	238	238	0.0	1/4	1/4	Spanner	6/8	2	1	0																		
80	80	238	238	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	462														
80	80	477/2	477/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	463														
80	80	479/2	479/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	464														
81	81	240	240	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	465														
81	81	483/2	483/2	0.0	3/8	3/8	StaffText	6/8	1	1	0							<i>ten.</i>											
81	81	483/2	483/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	466		articAccentBelow												
81	81	240	240	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	467														
81	81	483/2	483/2	0.0	3/8	3/8	StaffText	6/8	2	1	0							<i>ten.</i>											
81	81	483/2	483/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	468														
82	82	243	243	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	469		articStaccatissimoBelow												
82	82	244	244	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	470														
82	82	489/2	489/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	471		articStaccatissimoBelow												
82	82	491/2	491/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	472														
82	82	243	243	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	473		articStaccatissimoBelow												
82	82	244	244	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	474														
82	82	489/2	489/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	475		articStaccatissimoBelow												
82	82	491/2	491/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	476														
83	83	246	246	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	477		articStaccatissimoBelow												
83	83	247	247	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	478				29										
83	83	989/4	989/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	479				29										
83	83	495/2	495/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	480		articStaccatissimoBelow												
83	83	497/2	497/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	481														
83	83	246	246	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	482		articStaccatissimoBelow												
83	83	247	247	0.25	1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	483				30										
83	83	989/4	989/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	484				30										
83	83	495/2	495/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	485		articStaccatissimoAbove												
83	83	497/2	497/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	486														
84	84	249	249	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	487														
84	84	250	250	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	488														
84	84	501/2	501/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	489														
84	84	503/2	503/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	490														
